,id,freq,roi,deg
1280,GenZ_222_11a,gamma,0,0.0
1281,GenZ_222_11a,gamma,2,0.0
1282,GenZ_222_11a,gamma,3,0.0
1283,GenZ_222_11a,gamma,35,0.0
1284,GenZ_222_11a,gamma2,0,0.0
1285,GenZ_222_11a,gamma2,2,0.0
1286,GenZ_222_11a,gamma2,3,0.0
1287,GenZ_222_11a,gamma2,35,0.0
1288,GenZ_223_11a,DC,0,0.0
1289,GenZ_223_11a,DC,2,0.0
1290,GenZ_223_11a,DC,3,0.0
1291,GenZ_223_11a,DC,35,0.0
1292,GenZ_223_11a,delta,0,0.0
1293,GenZ_223_11a,delta,2,0.0
1294,GenZ_223_11a,delta,3,0.0
1295,GenZ_223_11a,delta,35,0.0
1296,GenZ_223_11a,theta,0,0.0
1297,GenZ_223_11a,theta,2,0.0
1298,GenZ_223_11a,theta,3,0.0
1299,GenZ_223_11a,theta,35,0.0
1300,GenZ_223_11a,alpha,0,0.0
1301,GenZ_223_11a,alpha,2,0.0
1302,GenZ_223_11a,alpha,3,0.0
1303,GenZ_223_11a,alpha,35,0.0
1304,GenZ_223_11a,beta,0,0.0
1305,GenZ_223_11a,beta,2,0.0
1306,GenZ_223_11a,beta,3,0.0
1307,GenZ_223_11a,beta,35,0.0
1308,GenZ_223_11a,gamma,0,0.0
1309,GenZ_223_11a,gamma,2,0.0
1310,GenZ_223_11a,gamma,3,0.0
1311,GenZ_223_11a,gamma,35,0.0
1312,GenZ_223_11a,gamma2,0,0.0
1313,GenZ_223_11a,gamma2,2,0.0
1314,GenZ_223_11a,gamma2,3,0.0
1315,GenZ_223_11a,gamma2,35,0.0
1316,GenZ_224_11a,DC,0,0.0
1317,GenZ_224_11a,DC,2,0.0
1318,GenZ_224_11a,DC,3,0.0
1319,GenZ_224_11a,DC,35,0.0
1320,GenZ_224_11a,delta,0,0.0
1321,GenZ_224_11a,delta,2,0.0
1322,GenZ_224_11a,delta,3,0.0
1323,GenZ_224_11a,delta,35,0.0
1324,GenZ_224_11a,theta,0,0.0
1325,GenZ_224_11a,theta,2,0.0
1326,GenZ_224_11a,theta,3,0.0
1327,GenZ_224_11a,theta,35,0.0
1328,GenZ_224_11a,alpha,0,0.0
1329,GenZ_224_11a,alpha,2,0.0
1330,GenZ_224_11a,alpha,3,0.0
1331,GenZ_224_11a,alpha,35,0.0
1332,GenZ_224_11a,beta,0,0.0
1333,GenZ_224_11a,beta,2,0.0
1334,GenZ_224_11a,beta,3,0.0
1335,GenZ_224_11a,beta,35,0.0
1336,GenZ_224_11a,gamma,0,0.0
1337,GenZ_224_11a,gamma,2,0.0
1338,GenZ_224_11a,gamma,3,0.0
1339,GenZ_224_11a,gamma,35,0.0
1340,GenZ_224_11a,gamma2,0,0.0
1341,GenZ_224_11a,gamma2,2,0.0
1342,GenZ_224_11a,gamma2,3,0.0
1343,GenZ_224_11a,gamma2,35,0.0
1344,GenZ_225_11a,DC,0,0.0
1345,GenZ_225_11a,DC,2,0.0
1346,GenZ_225_11a,DC,3,0.0
1347,GenZ_225_11a,DC,35,0.0
1348,GenZ_225_11a,delta,0,0.0
1349,GenZ_225_11a,delta,2,0.0
1350,GenZ_225_11a,delta,3,0.0
1351,GenZ_225_11a,delta,35,0.0
1352,GenZ_225_11a,theta,0,0.0
1353,GenZ_225_11a,theta,2,0.0
1354,GenZ_225_11a,theta,3,0.0
1355,GenZ_225_11a,theta,35,0.0
1356,GenZ_225_11a,alpha,0,0.0
1357,GenZ_225_11a,alpha,2,0.0
1358,GenZ_225_11a,alpha,3,0.0
1359,GenZ_225_11a,alpha,35,0.0
1360,GenZ_225_11a,beta,0,0.0
1361,GenZ_225_11a,beta,2,0.0
1362,GenZ_225_11a,beta,3,0.0
1363,GenZ_225_11a,beta,35,0.0
1364,GenZ_225_11a,gamma,0,0.0
1365,GenZ_225_11a,gamma,2,0.0
1366,GenZ_225_11a,gamma,3,0.0
1367,GenZ_225_11a,gamma,35,0.0
1368,GenZ_225_11a,gamma2,0,0.0
1369,GenZ_225_11a,gamma2,2,0.0
1370,GenZ_225_11a,gamma2,3,0.0
1371,GenZ_225_11a,gamma2,35,0.0
1372,GenZ_226_11a,DC,0,0.0
1373,GenZ_226_11a,DC,2,0.0
1374,GenZ_226_11a,DC,3,0.0
1375,GenZ_226_11a,DC,35,0.0
1376,GenZ_226_11a,delta,0,0.0
1377,GenZ_226_11a,delta,2,0.0
1378,GenZ_226_11a,delta,3,0.0
1379,GenZ_226_11a,delta,35,0.0
1380,GenZ_226_11a,theta,0,0.0
1381,GenZ_226_11a,theta,2,0.0
1382,GenZ_226_11a,theta,3,0.0
1383,GenZ_226_11a,theta,35,0.0
1384,GenZ_226_11a,alpha,0,0.0
1385,GenZ_226_11a,alpha,2,0.0
1386,GenZ_226_11a,alpha,3,0.0
1387,GenZ_226_11a,alpha,35,0.0
1388,GenZ_226_11a,beta,0,0.0
1389,GenZ_226_11a,beta,2,0.0
1390,GenZ_226_11a,beta,3,0.0
1391,GenZ_226_11a,beta,35,0.0
1392,GenZ_226_11a,gamma,0,0.0
1393,GenZ_226_11a,gamma,2,0.0
1394,GenZ_226_11a,gamma,3,0.0
1395,GenZ_226_11a,gamma,35,0.0
1396,GenZ_226_11a,gamma2,0,0.0
1397,GenZ_226_11a,gamma2,2,0.0
1398,GenZ_226_11a,gamma2,3,0.0
1399,GenZ_226_11a,gamma2,35,0.0
1400,GenZ_227_11a,DC,0,0.0
1401,GenZ_227_11a,DC,2,0.0
1402,GenZ_227_11a,DC,3,0.0
1403,GenZ_227_11a,DC,35,0.0
1404,GenZ_227_11a,delta,0,0.0
1405,GenZ_227_11a,delta,2,0.0
1406,GenZ_227_11a,delta,3,0.0
1407,GenZ_227_11a,delta,35,0.0
1408,GenZ_227_11a,theta,0,0.0
1409,GenZ_227_11a,theta,2,0.0
1410,GenZ_227_11a,theta,3,0.0
1411,GenZ_227_11a,theta,35,0.0
1412,GenZ_227_11a,alpha,0,0.0
1413,GenZ_227_11a,alpha,2,0.0
1414,GenZ_227_11a,alpha,3,0.0
1415,GenZ_227_11a,alpha,35,0.0
1416,GenZ_227_11a,beta,0,0.0
1417,GenZ_227_11a,beta,2,0.0
1418,GenZ_227_11a,beta,3,0.0
1419,GenZ_227_11a,beta,35,0.0
1420,GenZ_227_11a,gamma,0,0.0
1421,GenZ_227_11a,gamma,2,0.0
1422,GenZ_227_11a,gamma,3,0.0
1423,GenZ_227_11a,gamma,35,0.0
1424,GenZ_227_11a,gamma2,0,0.0
1425,GenZ_227_11a,gamma2,2,0.0
1426,GenZ_227_11a,gamma2,3,0.0
1427,GenZ_227_11a,gamma2,35,0.0
1428,GenZ_228_11a,DC,0,0.0
1429,GenZ_228_11a,DC,2,0.0
1430,GenZ_228_11a,DC,3,0.0
1431,GenZ_228_11a,DC,35,0.0
1432,GenZ_228_11a,delta,0,0.0
1433,GenZ_228_11a,delta,2,0.0
1434,GenZ_228_11a,delta,3,0.0
1435,GenZ_228_11a,delta,35,0.0
1436,GenZ_228_11a,theta,0,0.0
1437,GenZ_228_11a,theta,2,0.0
1438,GenZ_228_11a,theta,3,0.0
1439,GenZ_228_11a,theta,35,0.0
1440,GenZ_228_11a,alpha,0,0.0
1441,GenZ_228_11a,alpha,2,0.0
1442,GenZ_228_11a,alpha,3,0.0
1443,GenZ_228_11a,alpha,35,0.0
1444,GenZ_228_11a,beta,0,0.0
1445,GenZ_228_11a,beta,2,0.0
1446,GenZ_228_11a,beta,3,0.0
1447,GenZ_228_11a,beta,35,0.0
1448,GenZ_228_11a,gamma,0,0.0
1449,GenZ_228_11a,gamma,2,0.0
1450,GenZ_228_11a,gamma,3,0.0
1451,GenZ_228_11a,gamma,35,0.0
1452,GenZ_228_11a,gamma2,0,0.0
1453,GenZ_228_11a,gamma2,2,0.0
1454,GenZ_228_11a,gamma2,3,0.0
1455,GenZ_228_11a,gamma2,35,0.0
1456,GenZ_229_11a,DC,0,0.0
1457,GenZ_229_11a,DC,2,0.0
1458,GenZ_229_11a,DC,3,0.0
1459,GenZ_229_11a,DC,35,0.0
1460,GenZ_229_11a,delta,0,0.0
1461,GenZ_229_11a,delta,2,0.0
1462,GenZ_229_11a,delta,3,0.0
1463,GenZ_229_11a,delta,35,0.0
1464,GenZ_229_11a,theta,0,0.0
1465,GenZ_229_11a,theta,2,0.0
1466,GenZ_229_11a,theta,3,0.0
1467,GenZ_229_11a,theta,35,0.0
1468,GenZ_229_11a,alpha,0,0.0
1469,GenZ_229_11a,alpha,2,0.0
1470,GenZ_229_11a,alpha,3,0.0
1471,GenZ_229_11a,alpha,35,0.0
1472,GenZ_229_11a,beta,0,0.0
1473,GenZ_229_11a,beta,2,0.0
1474,GenZ_229_11a,beta,3,0.0
1475,GenZ_229_11a,beta,35,0.0
1476,GenZ_229_11a,gamma,0,0.0
1477,GenZ_229_11a,gamma,2,0.0
1478,GenZ_229_11a,gamma,3,0.0
1479,GenZ_229_11a,gamma,35,0.0
1480,GenZ_229_11a,gamma2,0,0.0
1481,GenZ_229_11a,gamma2,2,0.0
1482,GenZ_229_11a,gamma2,3,0.0
1483,GenZ_229_11a,gamma2,35,0.0
1484,GenZ_230_11a,DC,0,0.0
1485,GenZ_230_11a,DC,2,0.0
1486,GenZ_230_11a,DC,3,0.0
1487,GenZ_230_11a,DC,35,0.0
1488,GenZ_230_11a,delta,0,0.0
1489,GenZ_230_11a,delta,2,0.0
1490,GenZ_230_11a,delta,3,0.0
1491,GenZ_230_11a,delta,35,0.0
1492,GenZ_230_11a,theta,0,0.0
1493,GenZ_230_11a,theta,2,0.0
1494,GenZ_230_11a,theta,3,0.0
1495,GenZ_230_11a,theta,35,0.0
1496,GenZ_230_11a,alpha,0,0.0
1497,GenZ_230_11a,alpha,2,0.0
1498,GenZ_230_11a,alpha,3,0.0
1499,GenZ_230_11a,alpha,35,0.0
1500,GenZ_230_11a,beta,0,0.0
1501,GenZ_230_11a,beta,2,0.0
1502,GenZ_230_11a,beta,3,0.0
1503,GenZ_230_11a,beta,35,0.0
1504,GenZ_230_11a,gamma,0,0.0
1505,GenZ_230_11a,gamma,2,0.0
1506,GenZ_230_11a,gamma,3,0.0
1507,GenZ_230_11a,gamma,35,0.0
1508,GenZ_230_11a,gamma2,0,0.0
1509,GenZ_230_11a,gamma2,2,0.0
1510,GenZ_230_11a,gamma2,3,0.0
1511,GenZ_230_11a,gamma2,35,0.0
1512,GenZ_231_11a,DC,0,0.0
1513,GenZ_231_11a,DC,2,0.0
1514,GenZ_231_11a,DC,3,0.0
1515,GenZ_231_11a,DC,35,0.0
1516,GenZ_231_11a,delta,0,0.0
1517,GenZ_231_11a,delta,2,0.0
1518,GenZ_231_11a,delta,3,0.0
1519,GenZ_231_11a,delta,35,0.0
1520,GenZ_231_11a,theta,0,0.0
1521,GenZ_231_11a,theta,2,0.0
1522,GenZ_231_11a,theta,3,0.0
1523,GenZ_231_11a,theta,35,0.0
1524,GenZ_231_11a,alpha,0,0.0
1525,GenZ_231_11a,alpha,2,0.0
1526,GenZ_231_11a,alpha,3,0.0
1527,GenZ_231_11a,alpha,35,0.0
1528,GenZ_231_11a,beta,0,0.0
1529,GenZ_231_11a,beta,2,0.0
1530,GenZ_231_11a,beta,3,0.0
1531,GenZ_231_11a,beta,35,0.0
1532,GenZ_231_11a,gamma,0,0.0
1533,GenZ_231_11a,gamma,2,0.0
1534,GenZ_231_11a,gamma,3,0.0
1535,GenZ_231_11a,gamma,35,0.0
1536,GenZ_231_11a,gamma2,0,0.0
1537,GenZ_231_11a,gamma2,2,0.0
1538,GenZ_231_11a,gamma2,3,0.0
1539,GenZ_231_11a,gamma2,35,0.0
1540,GenZ_232_11a,DC,0,0.0
1541,GenZ_232_11a,DC,2,0.0
1542,GenZ_232_11a,DC,3,0.0
1543,GenZ_232_11a,DC,35,0.0
1544,GenZ_232_11a,delta,0,0.0
1545,GenZ_232_11a,delta,2,0.0
1546,GenZ_232_11a,delta,3,0.0
1547,GenZ_232_11a,delta,35,0.0
1548,GenZ_232_11a,theta,0,0.0
1549,GenZ_232_11a,theta,2,0.0
1550,GenZ_232_11a,theta,3,0.0
1551,GenZ_232_11a,theta,35,0.0
1552,GenZ_232_11a,alpha,0,0.0
1553,GenZ_232_11a,alpha,2,0.0
1554,GenZ_232_11a,alpha,3,0.0
1555,GenZ_232_11a,alpha,35,0.0
1556,GenZ_232_11a,beta,0,0.0
1557,GenZ_232_11a,beta,2,0.0
1558,GenZ_232_11a,beta,3,0.0
1559,GenZ_232_11a,beta,35,0.0
1560,GenZ_232_11a,gamma,0,0.0
1561,GenZ_232_11a,gamma,2,0.0
1562,GenZ_232_11a,gamma,3,0.0
1563,GenZ_232_11a,gamma,35,0.0
1564,GenZ_232_11a,gamma2,0,0.0
1565,GenZ_232_11a,gamma2,2,0.0
1566,GenZ_232_11a,gamma2,3,0.0
1567,GenZ_232_11a,gamma2,35,0.0
1568,GenZ_235_11a,DC,0,0.0
1569,GenZ_235_11a,DC,2,0.0
1570,GenZ_235_11a,DC,3,0.0
1571,GenZ_235_11a,DC,35,0.0
1572,GenZ_235_11a,delta,0,0.0
1573,GenZ_235_11a,delta,2,0.0
1574,GenZ_235_11a,delta,3,0.0
1575,GenZ_235_11a,delta,35,0.0
1576,GenZ_235_11a,theta,0,0.0
1577,GenZ_235_11a,theta,2,0.0
1578,GenZ_235_11a,theta,3,0.0
1579,GenZ_235_11a,theta,35,0.0
1580,GenZ_235_11a,alpha,0,0.0
1581,GenZ_235_11a,alpha,2,0.0
1582,GenZ_235_11a,alpha,3,0.0
1583,GenZ_235_11a,alpha,35,0.0
1584,GenZ_235_11a,beta,0,0.0
1585,GenZ_235_11a,beta,2,0.0
1586,GenZ_235_11a,beta,3,0.0
1587,GenZ_235_11a,beta,35,0.0
1588,GenZ_235_11a,gamma,0,0.0
1589,GenZ_235_11a,gamma,2,0.0
1590,GenZ_235_11a,gamma,3,0.0
1591,GenZ_235_11a,gamma,35,0.0
1592,GenZ_235_11a,gamma2,0,0.0
1593,GenZ_235_11a,gamma2,2,0.0
1594,GenZ_235_11a,gamma2,3,0.0
1595,GenZ_235_11a,gamma2,35,0.0
1596,GenZ_302_13a,DC,0,0.0
1597,GenZ_302_13a,DC,2,0.0
1598,GenZ_302_13a,DC,3,0.0
1599,GenZ_302_13a,DC,35,0.0
1600,GenZ_302_13a,delta,0,0.0
1601,GenZ_302_13a,delta,2,0.0
1602,GenZ_302_13a,delta,3,0.0
1603,GenZ_302_13a,delta,35,0.0
1604,GenZ_302_13a,theta,0,0.0
1605,GenZ_302_13a,theta,2,0.0
1606,GenZ_302_13a,theta,3,0.0
1607,GenZ_302_13a,theta,35,0.0
1608,GenZ_302_13a,alpha,0,0.0
1609,GenZ_302_13a,alpha,2,0.0
1610,GenZ_302_13a,alpha,3,0.0
1611,GenZ_302_13a,alpha,35,0.0
1612,GenZ_302_13a,beta,0,0.0
1613,GenZ_302_13a,beta,2,0.0
1614,GenZ_302_13a,beta,3,0.0
1615,GenZ_302_13a,beta,35,0.0
1616,GenZ_302_13a,gamma,0,0.0
1617,GenZ_302_13a,gamma,2,0.0
1618,GenZ_302_13a,gamma,3,0.0
1619,GenZ_302_13a,gamma,35,0.0
1620,GenZ_302_13a,gamma2,0,0.0
1621,GenZ_302_13a,gamma2,2,0.0
1622,GenZ_302_13a,gamma2,3,0.0
1623,GenZ_302_13a,gamma2,35,0.0
1624,GenZ_306_13a,DC,0,0.0
1625,GenZ_306_13a,DC,2,0.0
1626,GenZ_306_13a,DC,3,0.0
1627,GenZ_306_13a,DC,35,0.0
1628,GenZ_306_13a,delta,0,0.0
1629,GenZ_306_13a,delta,2,0.0
1630,GenZ_306_13a,delta,3,0.0
1631,GenZ_306_13a,delta,35,0.0
1632,GenZ_306_13a,theta,0,0.0
1633,GenZ_306_13a,theta,2,0.0
1634,GenZ_306_13a,theta,3,0.0
1635,GenZ_306_13a,theta,35,0.0
1636,GenZ_306_13a,alpha,0,0.0
1637,GenZ_306_13a,alpha,2,0.0
1638,GenZ_306_13a,alpha,3,0.0
1639,GenZ_306_13a,alpha,35,0.0
1640,GenZ_306_13a,beta,0,0.0
1641,GenZ_306_13a,beta,2,0.0
1642,GenZ_306_13a,beta,3,0.0
1643,GenZ_306_13a,beta,35,0.0
1644,GenZ_306_13a,gamma,0,0.0
1645,GenZ_306_13a,gamma,2,0.0
1646,GenZ_306_13a,gamma,3,0.0
1647,GenZ_306_13a,gamma,35,0.0
1648,GenZ_306_13a,gamma2,0,0.0
1649,GenZ_306_13a,gamma2,2,0.0
1650,GenZ_306_13a,gamma2,3,0.0
1651,GenZ_306_13a,gamma2,35,0.0
1652,GenZ_307_13a,DC,0,0.0
1653,GenZ_307_13a,DC,2,0.0
1654,GenZ_307_13a,DC,3,0.0
1655,GenZ_307_13a,DC,35,0.0
1656,GenZ_307_13a,delta,0,0.0
1657,GenZ_307_13a,delta,2,0.0
1658,GenZ_307_13a,delta,3,0.0
1659,GenZ_307_13a,delta,35,0.0
1660,GenZ_307_13a,theta,0,0.0
1661,GenZ_307_13a,theta,2,0.0
1662,GenZ_307_13a,theta,3,0.0
1663,GenZ_307_13a,theta,35,0.0
1664,GenZ_307_13a,alpha,0,0.0
1665,GenZ_307_13a,alpha,2,0.0
1666,GenZ_307_13a,alpha,3,0.0
1667,GenZ_307_13a,alpha,35,0.0
1668,GenZ_307_13a,beta,0,0.0
1669,GenZ_307_13a,beta,2,0.0
1670,GenZ_307_13a,beta,3,0.0
1671,GenZ_307_13a,beta,35,0.0
1672,GenZ_307_13a,gamma,0,0.0
1673,GenZ_307_13a,gamma,2,0.0
1674,GenZ_307_13a,gamma,3,0.0
1675,GenZ_307_13a,gamma,35,0.0
1676,GenZ_307_13a,gamma2,0,0.0
1677,GenZ_307_13a,gamma2,2,0.0
1678,GenZ_307_13a,gamma2,3,0.0
1679,GenZ_307_13a,gamma2,35,0.0
1680,GenZ_308_13a,DC,0,0.0
1681,GenZ_308_13a,DC,2,0.0
1682,GenZ_308_13a,DC,3,0.0
1683,GenZ_308_13a,DC,35,0.0
1684,GenZ_308_13a,delta,0,0.0
1685,GenZ_308_13a,delta,2,0.0
1686,GenZ_308_13a,delta,3,0.0
1687,GenZ_308_13a,delta,35,0.0
1688,GenZ_308_13a,theta,0,0.0
1689,GenZ_308_13a,theta,2,0.0
1690,GenZ_308_13a,theta,3,0.0
1691,GenZ_308_13a,theta,35,0.0
1692,GenZ_308_13a,alpha,0,0.0
1693,GenZ_308_13a,alpha,2,0.0
1694,GenZ_308_13a,alpha,3,0.0
1695,GenZ_308_13a,alpha,35,0.0
1696,GenZ_308_13a,beta,0,0.0
1697,GenZ_308_13a,beta,2,0.0
1698,GenZ_308_13a,beta,3,0.0
1699,GenZ_308_13a,beta,35,0.0
1700,GenZ_308_13a,gamma,0,0.0
1701,GenZ_308_13a,gamma,2,0.0
1702,GenZ_308_13a,gamma,3,0.0
1703,GenZ_308_13a,gamma,35,0.0
1704,GenZ_308_13a,gamma2,0,0.0
1705,GenZ_308_13a,gamma2,2,0.0
1706,GenZ_308_13a,gamma2,3,0.0
1707,GenZ_308_13a,gamma2,35,0.0
1708,GenZ_309_13a,DC,0,0.0
1709,GenZ_309_13a,DC,2,0.0
1710,GenZ_309_13a,DC,3,0.0
1711,GenZ_309_13a,DC,35,0.0
1712,GenZ_309_13a,delta,0,0.0
1713,GenZ_309_13a,delta,2,0.0
1714,GenZ_309_13a,delta,3,0.0
1715,GenZ_309_13a,delta,35,0.0
1716,GenZ_309_13a,theta,0,0.0
1717,GenZ_309_13a,theta,2,0.0
1718,GenZ_309_13a,theta,3,0.0
1719,GenZ_309_13a,theta,35,0.0
1720,GenZ_309_13a,alpha,0,0.0
1721,GenZ_309_13a,alpha,2,0.0
1722,GenZ_309_13a,alpha,3,0.0
1723,GenZ_309_13a,alpha,35,0.0
1724,GenZ_309_13a,beta,0,0.0
1725,GenZ_309_13a,beta,2,0.0
1726,GenZ_309_13a,beta,3,0.0
1727,GenZ_309_13a,beta,35,0.0
1728,GenZ_309_13a,gamma,0,0.0
1729,GenZ_309_13a,gamma,2,0.0
1730,GenZ_309_13a,gamma,3,0.0
1731,GenZ_309_13a,gamma,35,0.0
1732,GenZ_309_13a,gamma2,0,0.0
1733,GenZ_309_13a,gamma2,2,0.0
1734,GenZ_309_13a,gamma2,3,0.0
1735,GenZ_309_13a,gamma2,35,0.0
1736,GenZ_310_13a,DC,0,0.0
1737,GenZ_310_13a,DC,2,0.0
1738,GenZ_310_13a,DC,3,0.0
1739,GenZ_310_13a,DC,35,0.0
1740,GenZ_310_13a,delta,0,0.0
1741,GenZ_310_13a,delta,2,0.0
1742,GenZ_310_13a,delta,3,0.0
1743,GenZ_310_13a,delta,35,0.0
1744,GenZ_310_13a,theta,0,0.0
1745,GenZ_310_13a,theta,2,0.0
1746,GenZ_310_13a,theta,3,0.0
1747,GenZ_310_13a,theta,35,0.0
1748,GenZ_310_13a,alpha,0,0.0
1749,GenZ_310_13a,alpha,2,0.0
1750,GenZ_310_13a,alpha,3,0.0
1751,GenZ_310_13a,alpha,35,0.0
1752,GenZ_310_13a,beta,0,0.0
1753,GenZ_310_13a,beta,2,0.0
1754,GenZ_310_13a,beta,3,0.0
1755,GenZ_310_13a,beta,35,0.0
1756,GenZ_310_13a,gamma,0,0.0
1757,GenZ_310_13a,gamma,2,0.0
1758,GenZ_310_13a,gamma,3,0.0
1759,GenZ_310_13a,gamma,35,0.0
1760,GenZ_310_13a,gamma2,0,0.0
1761,GenZ_310_13a,gamma2,2,0.0
1762,GenZ_310_13a,gamma2,3,0.0
1763,GenZ_310_13a,gamma2,35,0.0
1764,GenZ_311_13a,DC,0,0.0
1765,GenZ_311_13a,DC,2,0.0
1766,GenZ_311_13a,DC,3,0.0
1767,GenZ_311_13a,DC,35,0.0
1768,GenZ_311_13a,delta,0,0.0
1769,GenZ_311_13a,delta,2,0.0
1770,GenZ_311_13a,delta,3,0.0
1771,GenZ_311_13a,delta,35,0.0
1772,GenZ_311_13a,theta,0,0.0
1773,GenZ_311_13a,theta,2,0.0
1774,GenZ_311_13a,theta,3,0.0
1775,GenZ_311_13a,theta,35,0.0
1776,GenZ_311_13a,alpha,0,0.0
1777,GenZ_311_13a,alpha,2,0.0
1778,GenZ_311_13a,alpha,3,0.0
1779,GenZ_311_13a,alpha,35,0.0
1780,GenZ_311_13a,beta,0,0.0
1781,GenZ_311_13a,beta,2,0.0
1782,GenZ_311_13a,beta,3,0.0
1783,GenZ_311_13a,beta,35,0.0
1784,GenZ_311_13a,gamma,0,0.0
1785,GenZ_311_13a,gamma,2,0.0
1786,GenZ_311_13a,gamma,3,0.0
1787,GenZ_311_13a,gamma,35,0.0
1788,GenZ_311_13a,gamma2,0,0.0
1789,GenZ_311_13a,gamma2,2,0.0
1790,GenZ_311_13a,gamma2,3,0.0
1791,GenZ_311_13a,gamma2,35,0.0
1792,GenZ_312_13a,DC,0,0.0
1793,GenZ_312_13a,DC,2,0.0
1794,GenZ_312_13a,DC,3,0.0
1795,GenZ_312_13a,DC,35,0.0
1796,GenZ_312_13a,delta,0,0.0
1797,GenZ_312_13a,delta,2,0.0
1798,GenZ_312_13a,delta,3,0.0
1799,GenZ_312_13a,delta,35,0.0
1800,GenZ_312_13a,theta,0,0.0
1801,GenZ_312_13a,theta,2,0.0
1802,GenZ_312_13a,theta,3,0.0
1803,GenZ_312_13a,theta,35,0.0
1804,GenZ_312_13a,alpha,0,0.0
1805,GenZ_312_13a,alpha,2,0.0
1806,GenZ_312_13a,alpha,3,0.0
1807,GenZ_312_13a,alpha,35,0.0
1808,GenZ_312_13a,beta,0,0.0
1809,GenZ_312_13a,beta,2,0.0
1810,GenZ_312_13a,beta,3,0.0
1811,GenZ_312_13a,beta,35,0.0
1812,GenZ_312_13a,gamma,0,0.0
1813,GenZ_312_13a,gamma,2,0.0
1814,GenZ_312_13a,gamma,3,0.0
1815,GenZ_312_13a,gamma,35,0.0
1816,GenZ_312_13a,gamma2,0,0.0
1817,GenZ_312_13a,gamma2,2,0.0
1818,GenZ_312_13a,gamma2,3,0.0
1819,GenZ_312_13a,gamma2,35,0.0
1820,GenZ_313_13a,DC,0,0.0
1821,GenZ_313_13a,DC,2,0.0
1822,GenZ_313_13a,DC,3,0.0
1823,GenZ_313_13a,DC,35,0.0
1824,GenZ_313_13a,delta,0,0.0
1825,GenZ_313_13a,delta,2,0.0
1826,GenZ_313_13a,delta,3,0.0
1827,GenZ_313_13a,delta,35,0.0
1828,GenZ_313_13a,theta,0,0.0
1829,GenZ_313_13a,theta,2,0.0
1830,GenZ_313_13a,theta,3,0.0
1831,GenZ_313_13a,theta,35,0.0
1832,GenZ_313_13a,alpha,0,0.0
1833,GenZ_313_13a,alpha,2,0.0
1834,GenZ_313_13a,alpha,3,0.0
1835,GenZ_313_13a,alpha,35,0.0
1836,GenZ_313_13a,beta,0,0.0
1837,GenZ_313_13a,beta,2,0.0
1838,GenZ_313_13a,beta,3,0.0
1839,GenZ_313_13a,beta,35,0.0
1840,GenZ_313_13a,gamma,0,0.0
1841,GenZ_313_13a,gamma,2,0.0
1842,GenZ_313_13a,gamma,3,0.0
1843,GenZ_313_13a,gamma,35,0.0
1844,GenZ_313_13a,gamma2,0,0.0
1845,GenZ_313_13a,gamma2,2,0.0
1846,GenZ_313_13a,gamma2,3,0.0
1847,GenZ_313_13a,gamma2,35,0.0
1848,GenZ_314_13a,DC,0,0.0
1849,GenZ_314_13a,DC,2,0.0
1850,GenZ_314_13a,DC,3,0.0
1851,GenZ_314_13a,DC,35,0.0
1852,GenZ_314_13a,delta,0,0.0
1853,GenZ_314_13a,delta,2,0.0
1854,GenZ_314_13a,delta,3,0.0
1855,GenZ_314_13a,delta,35,0.0
1856,GenZ_314_13a,theta,0,0.0
1857,GenZ_314_13a,theta,2,0.0
1858,GenZ_314_13a,theta,3,0.0
1859,GenZ_314_13a,theta,35,0.0
1860,GenZ_314_13a,alpha,0,0.0
1861,GenZ_314_13a,alpha,2,0.0
1862,GenZ_314_13a,alpha,3,0.0
1863,GenZ_314_13a,alpha,35,0.0
1864,GenZ_314_13a,beta,0,0.0
1865,GenZ_314_13a,beta,2,0.0
1866,GenZ_314_13a,beta,3,0.0
1867,GenZ_314_13a,beta,35,0.0
1868,GenZ_314_13a,gamma,0,0.0
1869,GenZ_314_13a,gamma,2,0.0
1870,GenZ_314_13a,gamma,3,0.0
1871,GenZ_314_13a,gamma,35,0.0
1872,GenZ_314_13a,gamma2,0,0.0
1873,GenZ_314_13a,gamma2,2,0.0
1874,GenZ_314_13a,gamma2,3,0.0
1875,GenZ_314_13a,gamma2,35,0.0
1876,GenZ_315_13a,DC,0,0.0
1877,GenZ_315_13a,DC,2,0.0
1878,GenZ_315_13a,DC,3,0.0
1879,GenZ_315_13a,DC,35,0.0
1880,GenZ_315_13a,delta,0,0.0
1881,GenZ_315_13a,delta,2,0.0
1882,GenZ_315_13a,delta,3,0.0
1883,GenZ_315_13a,delta,35,0.0
1884,GenZ_315_13a,theta,0,0.0
1885,GenZ_315_13a,theta,2,0.0
1886,GenZ_315_13a,theta,3,0.0
1887,GenZ_315_13a,theta,35,0.0
1888,GenZ_315_13a,alpha,0,0.0
1889,GenZ_315_13a,alpha,2,0.0
1890,GenZ_315_13a,alpha,3,0.0
1891,GenZ_315_13a,alpha,35,0.0
1892,GenZ_315_13a,beta,0,0.0
1893,GenZ_315_13a,beta,2,0.0
1894,GenZ_315_13a,beta,3,0.0
1895,GenZ_315_13a,beta,35,0.0
1896,GenZ_315_13a,gamma,0,0.0
1897,GenZ_315_13a,gamma,2,0.0
1898,GenZ_315_13a,gamma,3,0.0
