,id,freq,roi,deg
645,GenZ_128_9a,DC,2,0.0
646,GenZ_128_9a,DC,3,0.0
647,GenZ_128_9a,DC,35,0.0
648,GenZ_128_9a,delta,0,0.0
649,GenZ_128_9a,delta,2,0.0
650,GenZ_128_9a,delta,3,0.0
651,GenZ_128_9a,delta,35,0.0
652,GenZ_128_9a,theta,0,0.0
653,GenZ_128_9a,theta,2,0.0
654,GenZ_128_9a,theta,3,0.0
655,GenZ_128_9a,theta,35,0.0
656,GenZ_128_9a,alpha,0,0.0
657,GenZ_128_9a,alpha,2,0.0
658,GenZ_128_9a,alpha,3,0.0
659,GenZ_128_9a,alpha,35,0.0
660,GenZ_128_9a,beta,0,0.0
661,GenZ_128_9a,beta,2,0.0
662,GenZ_128_9a,beta,3,0.0
663,GenZ_128_9a,beta,35,0.0
664,GenZ_128_9a,gamma,0,0.0
665,GenZ_128_9a,gamma,2,0.0
666,GenZ_128_9a,gamma,3,0.0
667,GenZ_128_9a,gamma,35,0.0
668,GenZ_128_9a,gamma2,0,0.0
669,GenZ_128_9a,gamma2,2,0.0
670,GenZ_128_9a,gamma2,3,0.0
671,GenZ_128_9a,gamma2,35,0.0
672,GenZ_129_9a,DC,0,0.0
673,GenZ_129_9a,DC,2,0.0
674,GenZ_129_9a,DC,3,0.0
675,GenZ_129_9a,DC,35,0.0
676,GenZ_129_9a,delta,0,0.0
677,GenZ_129_9a,delta,2,0.0
678,GenZ_129_9a,delta,3,0.0
679,GenZ_129_9a,delta,35,0.0
680,GenZ_129_9a,theta,0,0.0
681,GenZ_129_9a,theta,2,0.0
682,GenZ_129_9a,theta,3,0.0
683,GenZ_129_9a,theta,35,0.0
684,GenZ_129_9a,alpha,0,0.0
685,GenZ_129_9a,alpha,2,0.0
686,GenZ_129_9a,alpha,3,0.0
687,GenZ_129_9a,alpha,35,0.0
688,GenZ_129_9a,beta,0,0.0
689,GenZ_129_9a,beta,2,0.0
690,GenZ_129_9a,beta,3,0.0
691,GenZ_129_9a,beta,35,0.0
692,GenZ_129_9a,gamma,0,0.0
693,GenZ_129_9a,gamma,2,0.0
694,GenZ_129_9a,gamma,3,0.0
695,GenZ_129_9a,gamma,35,0.0
696,GenZ_129_9a,gamma2,0,0.0
697,GenZ_129_9a,gamma2,2,0.0
698,GenZ_129_9a,gamma2,3,0.0
699,GenZ_129_9a,gamma2,35,0.0
700,GenZ_130_9a,DC,0,0.0
701,GenZ_130_9a,DC,2,0.0
702,GenZ_130_9a,DC,3,0.0
703,GenZ_130_9a,DC,35,0.0
704,GenZ_130_9a,delta,0,0.0
705,GenZ_130_9a,delta,2,0.0
706,GenZ_130_9a,delta,3,0.0
707,GenZ_130_9a,delta,35,0.0
708,GenZ_130_9a,theta,0,0.0
709,GenZ_130_9a,theta,2,0.0
710,GenZ_130_9a,theta,3,0.0
711,GenZ_130_9a,theta,35,0.0
712,GenZ_130_9a,alpha,0,0.0
713,GenZ_130_9a,alpha,2,0.0
714,GenZ_130_9a,alpha,3,0.0
715,GenZ_130_9a,alpha,35,0.0
716,GenZ_130_9a,beta,0,0.0
717,GenZ_130_9a,beta,2,0.0
718,GenZ_130_9a,beta,3,0.0
719,GenZ_130_9a,beta,35,0.0
720,GenZ_130_9a,gamma,0,0.0
721,GenZ_130_9a,gamma,2,0.0
722,GenZ_130_9a,gamma,3,0.0
723,GenZ_130_9a,gamma,35,0.0
724,GenZ_130_9a,gamma2,0,0.0
725,GenZ_130_9a,gamma2,2,0.0
726,GenZ_130_9a,gamma2,3,0.0
727,GenZ_130_9a,gamma2,35,0.0
728,GenZ_131_9a,DC,0,0.0
729,GenZ_131_9a,DC,2,0.0
730,GenZ_131_9a,DC,3,0.0
731,GenZ_131_9a,DC,35,0.0
732,GenZ_131_9a,delta,0,0.0
733,GenZ_131_9a,delta,2,0.0
734,GenZ_131_9a,delta,3,0.0
735,GenZ_131_9a,delta,35,0.0
736,GenZ_131_9a,theta,0,0.0
737,GenZ_131_9a,theta,2,0.0
738,GenZ_131_9a,theta,3,0.0
739,GenZ_131_9a,theta,35,0.0
740,GenZ_131_9a,alpha,0,0.0
741,GenZ_131_9a,alpha,2,0.0
742,GenZ_131_9a,alpha,3,0.0
743,GenZ_131_9a,alpha,35,0.0
744,GenZ_131_9a,beta,0,0.0
745,GenZ_131_9a,beta,2,0.0
746,GenZ_131_9a,beta,3,0.0
747,GenZ_131_9a,beta,35,0.0
748,GenZ_131_9a,gamma,0,0.0
749,GenZ_131_9a,gamma,2,0.0
750,GenZ_131_9a,gamma,3,0.0
751,GenZ_131_9a,gamma,35,0.0
752,GenZ_131_9a,gamma2,0,0.0
753,GenZ_131_9a,gamma2,2,0.0
754,GenZ_131_9a,gamma2,3,0.0
755,GenZ_131_9a,gamma2,35,0.0
756,GenZ_132_9a,DC,0,0.0
757,GenZ_132_9a,DC,2,0.0
758,GenZ_132_9a,DC,3,0.0
759,GenZ_132_9a,DC,35,0.0
760,GenZ_132_9a,delta,0,0.0
761,GenZ_132_9a,delta,2,0.0
762,GenZ_132_9a,delta,3,0.0
763,GenZ_132_9a,delta,35,0.0
764,GenZ_132_9a,theta,0,0.0
765,GenZ_132_9a,theta,2,0.0
766,GenZ_132_9a,theta,3,0.0
767,GenZ_132_9a,theta,35,0.0
768,GenZ_132_9a,alpha,0,0.0
769,GenZ_132_9a,alpha,2,0.0
770,GenZ_132_9a,alpha,3,0.0
771,GenZ_132_9a,alpha,35,0.0
772,GenZ_132_9a,beta,0,0.0
773,GenZ_132_9a,beta,2,0.0
774,GenZ_132_9a,beta,3,0.0
775,GenZ_132_9a,beta,35,0.0
776,GenZ_132_9a,gamma,0,0.0
777,GenZ_132_9a,gamma,2,0.0
778,GenZ_132_9a,gamma,3,0.0
779,GenZ_132_9a,gamma,35,0.0
780,GenZ_132_9a,gamma2,0,0.0
781,GenZ_132_9a,gamma2,2,0.0
782,GenZ_132_9a,gamma2,3,0.0
783,GenZ_132_9a,gamma2,35,0.0
784,GenZ_202_11a,DC,0,0.0
785,GenZ_202_11a,DC,2,0.0
786,GenZ_202_11a,DC,3,0.0
787,GenZ_202_11a,DC,35,0.0
788,GenZ_202_11a,delta,0,0.0
789,GenZ_202_11a,delta,2,0.0
790,GenZ_202_11a,delta,3,0.0
791,GenZ_202_11a,delta,35,0.0
792,GenZ_202_11a,theta,0,0.0
793,GenZ_202_11a,theta,2,0.0
794,GenZ_202_11a,theta,3,0.0
795,GenZ_202_11a,theta,35,0.0
796,GenZ_202_11a,alpha,0,0.0
797,GenZ_202_11a,alpha,2,0.0
798,GenZ_202_11a,alpha,3,0.0
799,GenZ_202_11a,alpha,35,0.0
800,GenZ_202_11a,beta,0,0.0
801,GenZ_202_11a,beta,2,0.0
802,GenZ_202_11a,beta,3,0.0
803,GenZ_202_11a,beta,35,0.0
804,GenZ_202_11a,gamma,0,0.0
805,GenZ_202_11a,gamma,2,0.0
806,GenZ_202_11a,gamma,3,0.0
807,GenZ_202_11a,gamma,35,0.0
808,GenZ_202_11a,gamma2,0,0.0
809,GenZ_202_11a,gamma2,2,0.0
810,GenZ_202_11a,gamma2,3,0.0
811,GenZ_202_11a,gamma2,35,0.0
812,GenZ_206_11a,DC,0,0.0
813,GenZ_206_11a,DC,2,0.0
814,GenZ_206_11a,DC,3,0.0
815,GenZ_206_11a,DC,35,0.0
816,GenZ_206_11a,delta,0,0.0
817,GenZ_206_11a,delta,2,0.0
818,GenZ_206_11a,delta,3,0.0
819,GenZ_206_11a,delta,35,0.0
820,GenZ_206_11a,theta,0,0.0
821,GenZ_206_11a,theta,2,0.0
822,GenZ_206_11a,theta,3,0.0
823,GenZ_206_11a,theta,35,0.0
824,GenZ_206_11a,alpha,0,0.0
825,GenZ_206_11a,alpha,2,0.0
826,GenZ_206_11a,alpha,3,0.0
827,GenZ_206_11a,alpha,35,0.0
828,GenZ_206_11a,beta,0,0.0
829,GenZ_206_11a,beta,2,0.0
830,GenZ_206_11a,beta,3,0.0
831,GenZ_206_11a,beta,35,0.0
832,GenZ_206_11a,gamma,0,0.0
833,GenZ_206_11a,gamma,2,0.0
834,GenZ_206_11a,gamma,3,0.0
835,GenZ_206_11a,gamma,35,0.0
836,GenZ_206_11a,gamma2,0,0.0
837,GenZ_206_11a,gamma2,2,0.0
838,GenZ_206_11a,gamma2,3,0.0
839,GenZ_206_11a,gamma2,35,0.0
840,GenZ_207_11a,DC,0,0.0
841,GenZ_207_11a,DC,2,0.0
842,GenZ_207_11a,DC,3,0.0
843,GenZ_207_11a,DC,35,0.0
844,GenZ_207_11a,delta,0,0.0
845,GenZ_207_11a,delta,2,0.0
846,GenZ_207_11a,delta,3,0.0
847,GenZ_207_11a,delta,35,0.0
848,GenZ_207_11a,theta,0,0.0
849,GenZ_207_11a,theta,2,0.0
850,GenZ_207_11a,theta,3,0.0
851,GenZ_207_11a,theta,35,0.0
852,GenZ_207_11a,alpha,0,0.0
853,GenZ_207_11a,alpha,2,0.0
854,GenZ_207_11a,alpha,3,0.0
855,GenZ_207_11a,alpha,35,0.0
856,GenZ_207_11a,beta,0,0.0
857,GenZ_207_11a,beta,2,0.0
858,GenZ_207_11a,beta,3,0.0
859,GenZ_207_11a,beta,35,0.0
860,GenZ_207_11a,gamma,0,0.0
861,GenZ_207_11a,gamma,2,0.0
862,GenZ_207_11a,gamma,3,0.0
863,GenZ_207_11a,gamma,35,0.0
864,GenZ_207_11a,gamma2,0,0.0
865,GenZ_207_11a,gamma2,2,0.0
866,GenZ_207_11a,gamma2,3,0.0
867,GenZ_207_11a,gamma2,35,0.0
868,GenZ_208_11a,DC,0,0.0
869,GenZ_208_11a,DC,2,0.0
870,GenZ_208_11a,DC,3,0.0
871,GenZ_208_11a,DC,35,0.0
872,GenZ_208_11a,delta,0,0.0
873,GenZ_208_11a,delta,2,0.0
874,GenZ_208_11a,delta,3,0.0
875,GenZ_208_11a,delta,35,0.0
876,GenZ_208_11a,theta,0,0.0
877,GenZ_208_11a,theta,2,0.0
878,GenZ_208_11a,theta,3,0.0
879,GenZ_208_11a,theta,35,0.0
880,GenZ_208_11a,alpha,0,0.0
881,GenZ_208_11a,alpha,2,0.0
882,GenZ_208_11a,alpha,3,0.0
883,GenZ_208_11a,alpha,35,0.0
884,GenZ_208_11a,beta,0,0.0
885,GenZ_208_11a,beta,2,0.0
886,GenZ_208_11a,beta,3,0.0
887,GenZ_208_11a,beta,35,0.0
888,GenZ_208_11a,gamma,0,0.0
889,GenZ_208_11a,gamma,2,0.0
890,GenZ_208_11a,gamma,3,0.0
891,GenZ_208_11a,gamma,35,0.0
892,GenZ_208_11a,gamma2,0,0.0
893,GenZ_208_11a,gamma2,2,0.0
894,GenZ_208_11a,gamma2,3,0.0
895,GenZ_208_11a,gamma2,35,0.0
896,GenZ_209_11a,DC,0,0.0
897,GenZ_209_11a,DC,2,0.0
898,GenZ_209_11a,DC,3,0.0
899,GenZ_209_11a,DC,35,0.0
900,GenZ_209_11a,delta,0,0.0
901,GenZ_209_11a,delta,2,0.0
902,GenZ_209_11a,delta,3,0.0
903,GenZ_209_11a,delta,35,0.0
904,GenZ_209_11a,theta,0,0.0
905,GenZ_209_11a,theta,2,0.0
906,GenZ_209_11a,theta,3,0.0
907,GenZ_209_11a,theta,35,0.0
908,GenZ_209_11a,alpha,0,0.0
909,GenZ_209_11a,alpha,2,0.0
910,GenZ_209_11a,alpha,3,0.0
911,GenZ_209_11a,alpha,35,0.0
912,GenZ_209_11a,beta,0,0.0
913,GenZ_209_11a,beta,2,0.0
914,GenZ_209_11a,beta,3,0.0
915,GenZ_209_11a,beta,35,0.0
916,GenZ_209_11a,gamma,0,0.0
917,GenZ_209_11a,gamma,2,0.0
918,GenZ_209_11a,gamma,3,0.0
919,GenZ_209_11a,gamma,35,0.0
920,GenZ_209_11a,gamma2,0,0.0
921,GenZ_209_11a,gamma2,2,0.0
922,GenZ_209_11a,gamma2,3,0.0
923,GenZ_209_11a,gamma2,35,0.0
924,GenZ_210_11a,DC,0,0.0
925,GenZ_210_11a,DC,2,0.0
926,GenZ_210_11a,DC,3,0.0
927,GenZ_210_11a,DC,35,0.0
928,GenZ_210_11a,delta,0,0.0
929,GenZ_210_11a,delta,2,0.0
930,GenZ_210_11a,delta,3,0.0
931,GenZ_210_11a,delta,35,0.0
932,GenZ_210_11a,theta,0,0.0
933,GenZ_210_11a,theta,2,0.0
934,GenZ_210_11a,theta,3,0.0
935,GenZ_210_11a,theta,35,0.0
936,GenZ_210_11a,alpha,0,0.0
937,GenZ_210_11a,alpha,2,0.0
938,GenZ_210_11a,alpha,3,0.0
939,GenZ_210_11a,alpha,35,0.0
940,GenZ_210_11a,beta,0,0.0
941,GenZ_210_11a,beta,2,0.0
942,GenZ_210_11a,beta,3,0.0
943,GenZ_210_11a,beta,35,0.0
944,GenZ_210_11a,gamma,0,0.0
945,GenZ_210_11a,gamma,2,0.0
946,GenZ_210_11a,gamma,3,0.0
947,GenZ_210_11a,gamma,35,0.0
948,GenZ_210_11a,gamma2,0,0.0
949,GenZ_210_11a,gamma2,2,0.0
950,GenZ_210_11a,gamma2,3,0.0
951,GenZ_210_11a,gamma2,35,0.0
952,GenZ_211_11a,DC,0,0.0
953,GenZ_211_11a,DC,2,0.0
954,GenZ_211_11a,DC,3,0.0
955,GenZ_211_11a,DC,35,0.0
956,GenZ_211_11a,delta,0,0.0
957,GenZ_211_11a,delta,2,0.0
958,GenZ_211_11a,delta,3,0.0
959,GenZ_211_11a,delta,35,0.0
960,GenZ_211_11a,theta,0,0.0
961,GenZ_211_11a,theta,2,0.0
962,GenZ_211_11a,theta,3,0.0
963,GenZ_211_11a,theta,35,0.0
964,GenZ_211_11a,alpha,0,0.0
965,GenZ_211_11a,alpha,2,0.0
966,GenZ_211_11a,alpha,3,0.0
967,GenZ_211_11a,alpha,35,0.0
968,GenZ_211_11a,beta,0,0.0
969,GenZ_211_11a,beta,2,0.0
970,GenZ_211_11a,beta,3,0.0
971,GenZ_211_11a,beta,35,0.0
972,GenZ_211_11a,gamma,0,0.0
973,GenZ_211_11a,gamma,2,0.0
974,GenZ_211_11a,gamma,3,0.0
975,GenZ_211_11a,gamma,35,0.0
976,GenZ_211_11a,gamma2,0,0.0
977,GenZ_211_11a,gamma2,2,0.0
978,GenZ_211_11a,gamma2,3,0.0
979,GenZ_211_11a,gamma2,35,0.0
980,GenZ_212_11a,DC,0,0.0
981,GenZ_212_11a,DC,2,0.0
982,GenZ_212_11a,DC,3,0.0
983,GenZ_212_11a,DC,35,0.0
984,GenZ_212_11a,delta,0,0.0
985,GenZ_212_11a,delta,2,0.0
986,GenZ_212_11a,delta,3,0.0
987,GenZ_212_11a,delta,35,0.0
988,GenZ_212_11a,theta,0,0.0
989,GenZ_212_11a,theta,2,0.0
990,GenZ_212_11a,theta,3,0.0
991,GenZ_212_11a,theta,35,0.0
992,GenZ_212_11a,alpha,0,0.0
993,GenZ_212_11a,alpha,2,0.0
994,GenZ_212_11a,alpha,3,0.0
995,GenZ_212_11a,alpha,35,0.0
996,GenZ_212_11a,beta,0,0.0
997,GenZ_212_11a,beta,2,0.0
998,GenZ_212_11a,beta,3,0.0
999,GenZ_212_11a,beta,35,0.0
1000,GenZ_212_11a,gamma,0,0.0
1001,GenZ_212_11a,gamma,2,0.0
1002,GenZ_212_11a,gamma,3,0.0
1003,GenZ_212_11a,gamma,35,0.0
1004,GenZ_212_11a,gamma2,0,0.0
1005,GenZ_212_11a,gamma2,2,0.0
1006,GenZ_212_11a,gamma2,3,0.0
1007,GenZ_212_11a,gamma2,35,0.0
1008,GenZ_213_11a,DC,0,0.0
1009,GenZ_213_11a,DC,2,0.0
1010,GenZ_213_11a,DC,3,0.0
1011,GenZ_213_11a,DC,35,0.0
1012,GenZ_213_11a,delta,0,0.0
1013,GenZ_213_11a,delta,2,0.0
1014,GenZ_213_11a,delta,3,0.0
1015,GenZ_213_11a,delta,35,0.0
1016,GenZ_213_11a,theta,0,0.0
1017,GenZ_213_11a,theta,2,0.0
1018,GenZ_213_11a,theta,3,0.0
1019,GenZ_213_11a,theta,35,0.0
1020,GenZ_213_11a,alpha,0,0.0
1021,GenZ_213_11a,alpha,2,0.0
1022,GenZ_213_11a,alpha,3,0.0
1023,GenZ_213_11a,alpha,35,0.0
1024,GenZ_213_11a,beta,0,0.0
1025,GenZ_213_11a,beta,2,0.0
1026,GenZ_213_11a,beta,3,0.0
1027,GenZ_213_11a,beta,35,0.0
1028,GenZ_213_11a,gamma,0,0.0
1029,GenZ_213_11a,gamma,2,0.0
1030,GenZ_213_11a,gamma,3,0.0
1031,GenZ_213_11a,gamma,35,0.0
1032,GenZ_213_11a,gamma2,0,0.0
1033,GenZ_213_11a,gamma2,2,0.0
1034,GenZ_213_11a,gamma2,3,0.0
1035,GenZ_213_11a,gamma2,35,0.0
1036,GenZ_214_11a,DC,0,0.0
1037,GenZ_214_11a,DC,2,0.0
1038,GenZ_214_11a,DC,3,0.0
1039,GenZ_214_11a,DC,35,0.0
1040,GenZ_214_11a,delta,0,0.0
1041,GenZ_214_11a,delta,2,0.0
1042,GenZ_214_11a,delta,3,0.0
1043,GenZ_214_11a,delta,35,0.0
1044,GenZ_214_11a,theta,0,0.0
1045,GenZ_214_11a,theta,2,0.0
1046,GenZ_214_11a,theta,3,0.0
1047,GenZ_214_11a,theta,35,0.0
1048,GenZ_214_11a,alpha,0,0.0
1049,GenZ_214_11a,alpha,2,0.0
1050,GenZ_214_11a,alpha,3,0.0
1051,GenZ_214_11a,alpha,35,0.0
1052,GenZ_214_11a,beta,0,0.0
1053,GenZ_214_11a,beta,2,0.0
1054,GenZ_214_11a,beta,3,0.0
1055,GenZ_214_11a,beta,35,0.0
1056,GenZ_214_11a,gamma,0,0.0
1057,GenZ_214_11a,gamma,2,0.0
1058,GenZ_214_11a,gamma,3,0.0
1059,GenZ_214_11a,gamma,35,0.0
1060,GenZ_214_11a,gamma2,0,0.0
1061,GenZ_214_11a,gamma2,2,0.0
1062,GenZ_214_11a,gamma2,3,0.0
1063,GenZ_214_11a,gamma2,35,0.0
1064,GenZ_215_11a,DC,0,0.0
1065,GenZ_215_11a,DC,2,0.0
1066,GenZ_215_11a,DC,3,0.0
1067,GenZ_215_11a,DC,35,0.0
1068,GenZ_215_11a,delta,0,0.0
1069,GenZ_215_11a,delta,2,0.0
1070,GenZ_215_11a,delta,3,0.0
1071,GenZ_215_11a,delta,35,0.0
1072,GenZ_215_11a,theta,0,0.0
1073,GenZ_215_11a,theta,2,0.0
1074,GenZ_215_11a,theta,3,0.0
1075,GenZ_215_11a,theta,35,0.0
1076,GenZ_215_11a,alpha,0,0.0
1077,GenZ_215_11a,alpha,2,0.0
1078,GenZ_215_11a,alpha,3,0.0
1079,GenZ_215_11a,alpha,35,0.0
1080,GenZ_215_11a,beta,0,0.0
1081,GenZ_215_11a,beta,2,0.0
1082,GenZ_215_11a,beta,3,0.0
1083,GenZ_215_11a,beta,35,0.0
1084,GenZ_215_11a,gamma,0,0.0
1085,GenZ_215_11a,gamma,2,0.0
1086,GenZ_215_11a,gamma,3,0.0
1087,GenZ_215_11a,gamma,35,0.0
1088,GenZ_215_11a,gamma2,0,0.0
1089,GenZ_215_11a,gamma2,2,0.0
1090,GenZ_215_11a,gamma2,3,0.0
1091,GenZ_215_11a,gamma2,35,0.0
1092,GenZ_216_11a,DC,0,0.0
1093,GenZ_216_11a,DC,2,0.0
1094,GenZ_216_11a,DC,3,0.0
1095,GenZ_216_11a,DC,35,0.0
1096,GenZ_216_11a,delta,0,0.0
1097,GenZ_216_11a,delta,2,0.0
1098,GenZ_216_11a,delta,3,0.0
1099,GenZ_216_11a,delta,35,0.0
1100,GenZ_216_11a,theta,0,0.0
1101,GenZ_216_11a,theta,2,0.0
1102,GenZ_216_11a,theta,3,0.0
1103,GenZ_216_11a,theta,35,0.0
1104,GenZ_216_11a,alpha,0,0.0
1105,GenZ_216_11a,alpha,2,0.0
1106,GenZ_216_11a,alpha,3,0.0
1107,GenZ_216_11a,alpha,35,0.0
1108,GenZ_216_11a,beta,0,0.0
1109,GenZ_216_11a,beta,2,0.0
1110,GenZ_216_11a,beta,3,0.0
1111,GenZ_216_11a,beta,35,0.0
1112,GenZ_216_11a,gamma,0,0.0
1113,GenZ_216_11a,gamma,2,0.0
1114,GenZ_216_11a,gamma,3,0.0
1115,GenZ_216_11a,gamma,35,0.0
1116,GenZ_216_11a,gamma2,0,0.0
1117,GenZ_216_11a,gamma2,2,0.0
1118,GenZ_216_11a,gamma2,3,0.0
1119,GenZ_216_11a,gamma2,35,0.0
1120,GenZ_217_11a,DC,0,0.0
1121,GenZ_217_11a,DC,2,0.0
1122,GenZ_217_11a,DC,3,0.0
1123,GenZ_217_11a,DC,35,0.0
1124,GenZ_217_11a,delta,0,0.0
1125,GenZ_217_11a,delta,2,0.0
1126,GenZ_217_11a,delta,3,0.0
1127,GenZ_217_11a,delta,35,0.0
1128,GenZ_217_11a,theta,0,0.0
1129,GenZ_217_11a,theta,2,0.0
1130,GenZ_217_11a,theta,3,0.0
1131,GenZ_217_11a,theta,35,0.0
1132,GenZ_217_11a,alpha,0,0.0
1133,GenZ_217_11a,alpha,2,0.0
1134,GenZ_217_11a,alpha,3,0.0
1135,GenZ_217_11a,alpha,35,0.0
1136,GenZ_217_11a,beta,0,0.0
1137,GenZ_217_11a,beta,2,0.0
1138,GenZ_217_11a,beta,3,0.0
1139,GenZ_217_11a,beta,35,0.0
1140,GenZ_217_11a,gamma,0,0.0
1141,GenZ_217_11a,gamma,2,0.0
1142,GenZ_217_11a,gamma,3,0.0
1143,GenZ_217_11a,gamma,35,0.0
1144,GenZ_217_11a,gamma2,0,0.0
1145,GenZ_217_11a,gamma2,2,0.0
1146,GenZ_217_11a,gamma2,3,0.0
1147,GenZ_217_11a,gamma2,35,0.0
1148,GenZ_218_11a,DC,0,0.0
1149,GenZ_218_11a,DC,2,0.0
1150,GenZ_218_11a,DC,3,0.0
1151,GenZ_218_11a,DC,35,0.0
1152,GenZ_218_11a,delta,0,0.0
1153,GenZ_218_11a,delta,2,0.0
1154,GenZ_218_11a,delta,3,0.0
1155,GenZ_218_11a,delta,35,0.0
1156,GenZ_218_11a,theta,0,0.0
1157,GenZ_218_11a,theta,2,0.0
1158,GenZ_218_11a,theta,3,0.0
1159,GenZ_218_11a,theta,35,0.0
1160,GenZ_218_11a,alpha,0,0.0
1161,GenZ_218_11a,alpha,2,0.0
1162,GenZ_218_11a,alpha,3,0.0
1163,GenZ_218_11a,alpha,35,0.0
1164,GenZ_218_11a,beta,0,0.0
1165,GenZ_218_11a,beta,2,0.0
1166,GenZ_218_11a,beta,3,0.0
1167,GenZ_218_11a,beta,35,0.0
1168,GenZ_218_11a,gamma,0,0.0
1169,GenZ_218_11a,gamma,2,0.0
1170,GenZ_218_11a,gamma,3,0.0
1171,GenZ_218_11a,gamma,35,0.0
1172,GenZ_218_11a,gamma2,0,0.0
1173,GenZ_218_11a,gamma2,2,0.0
1174,GenZ_218_11a,gamma2,3,0.0
1175,GenZ_218_11a,gamma2,35,0.0
1176,GenZ_219_11a,DC,0,0.0
1177,GenZ_219_11a,DC,2,0.0
1178,GenZ_219_11a,DC,3,0.0
1179,GenZ_219_11a,DC,35,0.0
1180,GenZ_219_11a,delta,0,0.0
1181,GenZ_219_11a,delta,2,0.0
1182,GenZ_219_11a,delta,3,0.0
1183,GenZ_219_11a,delta,35,0.0
1184,GenZ_219_11a,theta,0,0.0
1185,GenZ_219_11a,theta,2,0.0
1186,GenZ_219_11a,theta,3,0.0
1187,GenZ_219_11a,theta,35,0.0
1188,GenZ_219_11a,alpha,0,0.0
1189,GenZ_219_11a,alpha,2,0.0
1190,GenZ_219_11a,alpha,3,0.0
1191,GenZ_219_11a,alpha,35,0.0
1192,GenZ_219_11a,beta,0,0.0
1193,GenZ_219_11a,beta,2,0.0
1194,GenZ_219_11a,beta,3,0.0
1195,GenZ_219_11a,beta,35,0.0
1196,GenZ_219_11a,gamma,0,0.0
1197,GenZ_219_11a,gamma,2,0.0
1198,GenZ_219_11a,gamma,3,0.0
1199,GenZ_219_11a,gamma,35,0.0
1200,GenZ_219_11a,gamma2,0,0.0
1201,GenZ_219_11a,gamma2,2,0.0
1202,GenZ_219_11a,gamma2,3,0.0
1203,GenZ_219_11a,gamma2,35,0.0
1204,GenZ_220_11a,DC,0,0.0
1205,GenZ_220_11a,DC,2,0.0
1206,GenZ_220_11a,DC,3,0.0
1207,GenZ_220_11a,DC,35,0.0
1208,GenZ_220_11a,delta,0,0.0
1209,GenZ_220_11a,delta,2,0.0
1210,GenZ_220_11a,delta,3,0.0
1211,GenZ_220_11a,delta,35,0.0
1212,GenZ_220_11a,theta,0,0.0
1213,GenZ_220_11a,theta,2,0.0
1214,GenZ_220_11a,theta,3,0.0
1215,GenZ_220_11a,theta,35,0.0
1216,GenZ_220_11a,alpha,0,0.0
1217,GenZ_220_11a,alpha,2,0.0
1218,GenZ_220_11a,alpha,3,0.0
1219,GenZ_220_11a,alpha,35,0.0
1220,GenZ_220_11a,beta,0,0.0
1221,GenZ_220_11a,beta,2,0.0
1222,GenZ_220_11a,beta,3,0.0
1223,GenZ_220_11a,beta,35,0.0
1224,GenZ_220_11a,gamma,0,0.0
1225,GenZ_220_11a,gamma,2,0.0
1226,GenZ_220_11a,gamma,3,0.0
1227,GenZ_220_11a,gamma,35,0.0
1228,GenZ_220_11a,gamma2,0,0.0
1229,GenZ_220_11a,gamma2,2,0.0
1230,GenZ_220_11a,gamma2,3,0.0
1231,GenZ_220_11a,gamma2,35,0.0
1232,GenZ_221_11a,DC,0,0.0
1233,GenZ_221_11a,DC,2,0.0
1234,GenZ_221_11a,DC,3,0.0
1235,GenZ_221_11a,DC,35,0.0
1236,GenZ_221_11a,delta,0,0.0
1237,GenZ_221_11a,delta,2,0.0
1238,GenZ_221_11a,delta,3,0.0
1239,GenZ_221_11a,delta,35,0.0
1240,GenZ_221_11a,theta,0,0.0
1241,GenZ_221_11a,theta,2,0.0
1242,GenZ_221_11a,theta,3,0.0
1243,GenZ_221_11a,theta,35,0.0
1244,GenZ_221_11a,alpha,0,0.0
1245,GenZ_221_11a,alpha,2,0.0
1246,GenZ_221_11a,alpha,3,0.0
1247,GenZ_221_11a,alpha,35,0.0
1248,GenZ_221_11a,beta,0,0.0
1249,GenZ_221_11a,beta,2,0.0
1250,GenZ_221_11a,beta,3,0.0
1251,GenZ_221_11a,beta,35,0.0
1252,GenZ_221_11a,gamma,0,0.0
1253,GenZ_221_11a,gamma,2,0.0
1254,GenZ_221_11a,gamma,3,0.0
1255,GenZ_221_11a,gamma,35,0.0
1256,GenZ_221_11a,gamma2,0,0.0
1257,GenZ_221_11a,gamma2,2,0.0
1258,GenZ_221_11a,gamma2,3,0.0
1259,GenZ_221_11a,gamma2,35,0.0
1260,GenZ_222_11a,DC,0,0.0
1261,GenZ_222_11a,DC,2,0.0
1262,GenZ_222_11a,DC,3,0.0
1263,GenZ_222_11a,DC,35,0.0
1264,GenZ_222_11a,delta,0,0.0
1265,GenZ_222_11a,delta,2,0.0
1266,GenZ_222_11a,delta,3,0.0
1267,GenZ_222_11a,delta,35,0.0
1268,GenZ_222_11a,theta,0,0.0
1269,GenZ_222_11a,theta,2,0.0
1270,GenZ_222_11a,theta,3,0.0
1271,GenZ_222_11a,theta,35,0.0
1272,GenZ_222_11a,alpha,0,0.0
1273,GenZ_222_11a,alpha,2,0.0
1274,GenZ_222_11a,alpha,3,0.0
1275,GenZ_222_11a,alpha,35,0.0
1276,GenZ_222_11a,beta,0,0.0
1277,GenZ_222_11a,beta,2,0.0
1278,GenZ_222_11a,beta,3,0.0
1279,GenZ_222_11a,beta,35,0.0
