,sid,freq,roi,aec
0,genz233_11a,DC,bankssts_1-lh,0.026449494180498245
1,genz233_11a,DC,bankssts_1-rh,0.2899857769370753
2,genz233_11a,DC,bankssts_2-lh,0.2610012115606854
3,genz233_11a,DC,bankssts_2-rh,0.2931741964766723
4,genz233_11a,DC,bankssts_3-lh,0.28609908298140574
5,genz233_11a,DC,bankssts_3-rh,0.3043485895273135
6,genz233_11a,DC,caudalanteriorcingulate_1-lh,0.2853285161211502
7,genz233_11a,DC,caudalanteriorcingulate_1-rh,0.30984296617105506
8,genz233_11a,DC,caudalanteriorcingulate_2-lh,0.2799425925799754
9,genz233_11a,DC,caudalanteriorcingulate_2-rh,0.2470652202012081
10,genz233_11a,DC,caudalanteriorcingulate_3-rh,0.30042417877384
11,genz233_11a,DC,caudalmiddlefrontal_1-lh,0.26916034268407096
12,genz233_11a,DC,caudalmiddlefrontal_1-rh,0.29751802619628587
13,genz233_11a,DC,caudalmiddlefrontal_2-lh,0.277942367232717
14,genz233_11a,DC,caudalmiddlefrontal_2-rh,0.30200599562121616
15,genz233_11a,DC,caudalmiddlefrontal_3-lh,0.2818138847033269
16,genz233_11a,DC,caudalmiddlefrontal_3-rh,0.240411372762166
17,genz233_11a,DC,caudalmiddlefrontal_4-lh,0.29305528908974376
18,genz233_11a,DC,caudalmiddlefrontal_4-rh,0.3114319490014457
19,genz233_11a,DC,caudalmiddlefrontal_5-lh,0.2873596078071833
20,genz233_11a,DC,caudalmiddlefrontal_5-rh,0.2861080689672813
21,genz233_11a,DC,caudalmiddlefrontal_6-lh,0.2729683834130325
22,genz233_11a,DC,cuneus_1-lh,0.26893573543054217
23,genz233_11a,DC,cuneus_1-rh,0.30282571550178916
24,genz233_11a,DC,cuneus_2-lh,0.2685124578073504
25,genz233_11a,DC,cuneus_2-rh,0.274728773925851
26,genz233_11a,DC,cuneus_3-lh,0.2869055465511429
27,genz233_11a,DC,cuneus_3-rh,0.2817586484157103
28,genz233_11a,DC,cuneus_4-rh,0.323753687835806
29,genz233_11a,DC,entorhinal_1-lh,0.30443052336817933
30,genz233_11a,DC,entorhinal_1-rh,0.25074082374697343
31,genz233_11a,DC,frontalpole_1-lh,0.295169409058346
32,genz233_11a,DC,frontalpole_1-rh,0.31975110477055496
33,genz233_11a,DC,fusiform_1-lh,0.22910178948671292
34,genz233_11a,DC,fusiform_1-rh,0.2435415724235622
35,genz233_11a,DC,fusiform_2-lh,0.24650710844132268
36,genz233_11a,DC,fusiform_2-rh,0.26905744345937843
37,genz233_11a,DC,fusiform_3-lh,0.27398391461500593
38,genz233_11a,DC,fusiform_3-rh,0.262055660319948
39,genz233_11a,DC,fusiform_4-lh,0.2810779589208821
40,genz233_11a,DC,fusiform_4-rh,0.27970428768197786
41,genz233_11a,DC,fusiform_5-lh,0.30877569037477287
42,genz233_11a,DC,fusiform_5-rh,0.2859328041242895
43,genz233_11a,DC,fusiform_6-lh,0.29027850441695857
44,genz233_11a,DC,fusiform_6-rh,0.2812833752182137
45,genz233_11a,DC,fusiform_7-lh,0.28239959650574153
46,genz233_11a,DC,fusiform_7-rh,0.269445998036928
47,genz233_11a,DC,fusiform_8-lh,0.3243716340131501
48,genz233_11a,DC,fusiform_8-rh,0.25992587261111155
49,genz233_11a,DC,inferiorparietal_1-lh,0.23334858479725923
50,genz233_11a,DC,inferiorparietal_1-rh,0.27214383412679977
51,genz233_11a,DC,inferiorparietal_10-lh,0.2608528519819172
52,genz233_11a,DC,inferiorparietal_10-rh,0.2701021899073881
53,genz233_11a,DC,inferiorparietal_11-rh,0.2481465647490764
54,genz233_11a,DC,inferiorparietal_12-rh,0.2658635698435402
55,genz233_11a,DC,inferiorparietal_2-lh,0.27318847528140666
56,genz233_11a,DC,inferiorparietal_2-rh,0.28353489775644386
57,genz233_11a,DC,inferiorparietal_3-lh,0.24968980952743458
58,genz233_11a,DC,inferiorparietal_3-rh,0.2755075304745732
59,genz233_11a,DC,inferiorparietal_4-lh,0.2973593148035981
60,genz233_11a,DC,inferiorparietal_4-rh,0.28630005249801793
61,genz233_11a,DC,inferiorparietal_5-lh,0.2895336018622739
62,genz233_11a,DC,inferiorparietal_5-rh,0.2616979432822649
63,genz233_11a,DC,inferiorparietal_6-lh,0.2713410522467745
64,genz233_11a,DC,inferiorparietal_6-rh,0.2586107707209691
65,genz233_11a,DC,inferiorparietal_7-lh,0.24953717454130384
66,genz233_11a,DC,inferiorparietal_7-rh,0.2795820832385513
67,genz233_11a,DC,inferiorparietal_8-lh,0.28821350033268633
68,genz233_11a,DC,inferiorparietal_8-rh,0.28207800438352143
69,genz233_11a,DC,inferiorparietal_9-lh,0.29653184513995384
70,genz233_11a,DC,inferiorparietal_9-rh,0.25022410631203573
71,genz233_11a,DC,inferiortemporal_1-lh,0.300124785339613
72,genz233_11a,DC,inferiortemporal_1-rh,0.32034473456782686
73,genz233_11a,DC,inferiortemporal_2-lh,0.2930513485385477
74,genz233_11a,DC,inferiortemporal_2-rh,0.315402649487805
75,genz233_11a,DC,inferiortemporal_3-lh,0.29044401790021107
76,genz233_11a,DC,inferiortemporal_3-rh,0.3104053432907112
77,genz233_11a,DC,inferiortemporal_4-lh,0.26419632895607265
78,genz233_11a,DC,inferiortemporal_4-rh,0.31692868463960094
79,genz233_11a,DC,inferiortemporal_5-lh,0.28461066068618934
80,genz233_11a,DC,inferiortemporal_5-rh,0.3063026493536588
81,genz233_11a,DC,inferiortemporal_6-lh,0.279330499726689
82,genz233_11a,DC,inferiortemporal_6-rh,0.26659638751396714
83,genz233_11a,DC,inferiortemporal_7-lh,0.26397433115956764
84,genz233_11a,DC,inferiortemporal_7-rh,0.28692583333891775
85,genz233_11a,DC,inferiortemporal_8-lh,0.28210623594932666
86,genz233_11a,DC,insula_1-lh,0.30499338307539536
87,genz233_11a,DC,insula_1-rh,0.2803395649908291
88,genz233_11a,DC,insula_2-lh,0.26422795479606115
89,genz233_11a,DC,insula_2-rh,0.29661716353425566
90,genz233_11a,DC,insula_3-lh,0.30766051060790933
91,genz233_11a,DC,insula_3-rh,0.2550249364095835
92,genz233_11a,DC,insula_4-lh,0.28301511289000103
93,genz233_11a,DC,insula_4-rh,0.2766524006584837
94,genz233_11a,DC,insula_5-lh,0.28062037441469306
95,genz233_11a,DC,insula_5-rh,0.30447936472132303
96,genz233_11a,DC,insula_6-lh,0.28466654187349094
97,genz233_11a,DC,insula_6-rh,0.31162504204008457
98,genz233_11a,DC,insula_7-lh,0.2836618267886174
99,genz233_11a,DC,insula_7-rh,0.29937406229448554
100,genz233_11a,DC,isthmuscingulate_1-lh,0.2954513446875578
101,genz233_11a,DC,isthmuscingulate_1-rh,0.26913445288702975
102,genz233_11a,DC,isthmuscingulate_2-lh,0.2542839114020872
103,genz233_11a,DC,isthmuscingulate_2-rh,0.283977795202604
104,genz233_11a,DC,isthmuscingulate_3-lh,0.26192417305898563
105,genz233_11a,DC,lateraloccipital_1-lh,0.29289668908428984
106,genz233_11a,DC,lateraloccipital_1-rh,0.31429585172519875
107,genz233_11a,DC,lateraloccipital_10-lh,0.24207077781756756
108,genz233_11a,DC,lateraloccipital_10-rh,0.24467516858811197
109,genz233_11a,DC,lateraloccipital_11-lh,0.2682656507240443
110,genz233_11a,DC,lateraloccipital_2-lh,0.22835127589278406
111,genz233_11a,DC,lateraloccipital_2-rh,0.2541935384556591
112,genz233_11a,DC,lateraloccipital_3-lh,0.27800879203767453
113,genz233_11a,DC,lateraloccipital_3-rh,0.28272445285281944
114,genz233_11a,DC,lateraloccipital_4-lh,0.2581611955438425
115,genz233_11a,DC,lateraloccipital_4-rh,0.2754480303968378
116,genz233_11a,DC,lateraloccipital_5-lh,0.28984389375231756
117,genz233_11a,DC,lateraloccipital_5-rh,0.2474091989540693
118,genz233_11a,DC,lateraloccipital_6-lh,0.2741516605931555
119,genz233_11a,DC,lateraloccipital_6-rh,0.23602239189768331
