,id,freq,0
73,GenZ_117_9a,delta,0.0
74,GenZ_117_9a,theta,0.0
75,GenZ_117_9a,alpha,0.0
76,GenZ_117_9a,beta,0.0
77,GenZ_117_9a,gamma,0.0
78,GenZ_118_9a,DC,0.0
79,GenZ_118_9a,delta,0.0
80,GenZ_118_9a,theta,0.0
81,GenZ_118_9a,alpha,0.0
82,GenZ_118_9a,beta,0.0
83,GenZ_118_9a,gamma,0.0
84,GenZ_119_9a,DC,0.0
85,GenZ_119_9a,delta,0.0
86,GenZ_119_9a,theta,0.0
87,GenZ_119_9a,alpha,0.0
88,GenZ_119_9a,beta,0.0
89,GenZ_119_9a,gamma,0.0
90,GenZ_120_9a,DC,0.0
91,GenZ_120_9a,delta,0.0
92,GenZ_120_9a,theta,0.0
93,GenZ_120_9a,alpha,0.0
94,GenZ_120_9a,beta,0.0
95,GenZ_120_9a,gamma,0.0
96,GenZ_121_9a,DC,0.0
97,GenZ_121_9a,delta,0.0
98,GenZ_121_9a,theta,0.0
99,GenZ_121_9a,alpha,0.0
100,GenZ_121_9a,beta,0.0
101,GenZ_121_9a,gamma,0.0
102,GenZ_122_9a,DC,0.0
103,GenZ_122_9a,delta,0.0
104,GenZ_122_9a,theta,0.0
105,GenZ_122_9a,alpha,0.0
106,GenZ_122_9a,beta,0.0
107,GenZ_122_9a,gamma,0.0
108,GenZ_123_9a,DC,0.0
109,GenZ_123_9a,delta,0.0
110,GenZ_123_9a,theta,0.0
111,GenZ_123_9a,alpha,0.0
112,GenZ_123_9a,beta,0.0
113,GenZ_123_9a,gamma,0.0
114,GenZ_124_9a,DC,0.0
115,GenZ_124_9a,delta,0.0
116,GenZ_124_9a,theta,0.0
117,GenZ_124_9a,alpha,0.0
118,GenZ_124_9a,beta,0.0
119,GenZ_124_9a,gamma,0.0
120,GenZ_125_9a,DC,0.0
121,GenZ_125_9a,delta,0.0
122,GenZ_125_9a,theta,0.0
123,GenZ_125_9a,alpha,0.0
124,GenZ_125_9a,beta,0.0
125,GenZ_125_9a,gamma,0.0
126,GenZ_126_9a,DC,0.0
127,GenZ_126_9a,delta,0.0
128,GenZ_126_9a,theta,0.0
129,GenZ_126_9a,alpha,0.0
130,GenZ_126_9a,beta,0.0
131,GenZ_126_9a,gamma,0.0
132,GenZ_127_9a,DC,0.0
133,GenZ_127_9a,delta,0.0
134,GenZ_127_9a,theta,0.0
135,GenZ_127_9a,alpha,0.0
136,GenZ_127_9a,beta,0.0
137,GenZ_127_9a,gamma,0.0
138,GenZ_128_9a,DC,0.0
139,GenZ_128_9a,delta,0.0
140,GenZ_128_9a,theta,0.0
141,GenZ_128_9a,alpha,0.0
142,GenZ_128_9a,beta,0.0
143,GenZ_128_9a,gamma,0.0
144,GenZ_129_9a,DC,0.0
145,GenZ_129_9a,delta,0.0
146,GenZ_129_9a,theta,0.0
147,GenZ_129_9a,alpha,0.0
148,GenZ_129_9a,beta,0.0
149,GenZ_129_9a,gamma,0.0
150,GenZ_130_9a,DC,0.0
151,GenZ_130_9a,delta,0.0
152,GenZ_130_9a,theta,0.0
153,GenZ_130_9a,alpha,0.0
154,GenZ_130_9a,beta,0.0
155,GenZ_130_9a,gamma,0.0
156,GenZ_131_9a,DC,0.0
157,GenZ_131_9a,delta,0.0
158,GenZ_131_9a,theta,0.0
159,GenZ_131_9a,alpha,0.0
160,GenZ_131_9a,beta,0.0
161,GenZ_131_9a,gamma,0.0
162,GenZ_132_9a,DC,0.0
163,GenZ_132_9a,delta,0.0
164,GenZ_132_9a,theta,0.0
165,GenZ_132_9a,alpha,0.0
166,GenZ_132_9a,beta,0.0
167,GenZ_132_9a,gamma,0.0
168,GenZ_202_11a,DC,0.0
169,GenZ_202_11a,delta,0.0
170,GenZ_202_11a,theta,0.0
171,GenZ_202_11a,alpha,0.0
172,GenZ_202_11a,beta,0.0
173,GenZ_202_11a,gamma,0.0
174,GenZ_206_11a,DC,0.0
175,GenZ_206_11a,delta,0.0
176,GenZ_206_11a,theta,0.0
177,GenZ_206_11a,alpha,0.0
178,GenZ_206_11a,beta,0.0
179,GenZ_206_11a,gamma,0.0
180,GenZ_207_11a,DC,0.0
181,GenZ_207_11a,delta,0.0
182,GenZ_207_11a,theta,0.0
183,GenZ_207_11a,alpha,0.0
184,GenZ_207_11a,beta,0.0
185,GenZ_207_11a,gamma,0.0
186,GenZ_208_11a,DC,0.0
187,GenZ_208_11a,delta,0.0
188,GenZ_208_11a,theta,0.0
189,GenZ_208_11a,alpha,0.0
190,GenZ_208_11a,beta,0.0
191,GenZ_208_11a,gamma,0.0
192,GenZ_209_11a,DC,0.0
193,GenZ_209_11a,delta,0.0
194,GenZ_209_11a,theta,0.0
195,GenZ_209_11a,alpha,0.0
196,GenZ_209_11a,beta,0.0
197,GenZ_209_11a,gamma,0.0
198,GenZ_210_11a,DC,0.0
199,GenZ_210_11a,delta,0.0
200,GenZ_210_11a,theta,0.0
201,GenZ_210_11a,alpha,0.0
202,GenZ_210_11a,beta,0.0
203,GenZ_210_11a,gamma,0.0
204,GenZ_211_11a,DC,0.0
205,GenZ_211_11a,delta,0.0
206,GenZ_211_11a,theta,0.0
207,GenZ_211_11a,alpha,0.0
208,GenZ_211_11a,beta,0.0
209,GenZ_211_11a,gamma,0.0
210,GenZ_212_11a,DC,0.0
211,GenZ_212_11a,delta,0.0
212,GenZ_212_11a,theta,0.0
213,GenZ_212_11a,alpha,0.0
214,GenZ_212_11a,beta,0.0
215,GenZ_212_11a,gamma,0.0
216,GenZ_213_11a,DC,0.0
217,GenZ_213_11a,delta,0.0
218,GenZ_213_11a,theta,0.0
219,GenZ_213_11a,alpha,0.0
220,GenZ_213_11a,beta,0.0
221,GenZ_213_11a,gamma,0.0
222,GenZ_214_11a,DC,0.0
223,GenZ_214_11a,delta,0.0
224,GenZ_214_11a,theta,0.0
225,GenZ_214_11a,alpha,0.0
226,GenZ_214_11a,beta,0.0
227,GenZ_214_11a,gamma,0.0
228,GenZ_215_11a,DC,0.0
229,GenZ_215_11a,delta,0.0
230,GenZ_215_11a,theta,0.0
231,GenZ_215_11a,alpha,0.0
232,GenZ_215_11a,beta,0.0
233,GenZ_215_11a,gamma,0.0
234,GenZ_216_11a,DC,0.0
235,GenZ_216_11a,delta,0.0
236,GenZ_216_11a,theta,0.0
237,GenZ_216_11a,alpha,0.0
238,GenZ_216_11a,beta,0.0
239,GenZ_216_11a,gamma,0.0
240,GenZ_217_11a,DC,0.0
241,GenZ_217_11a,delta,0.0
242,GenZ_217_11a,theta,0.0
243,GenZ_217_11a,alpha,0.0
244,GenZ_217_11a,beta,0.0
245,GenZ_217_11a,gamma,0.0
246,GenZ_218_11a,DC,0.0
247,GenZ_218_11a,delta,0.0
248,GenZ_218_11a,theta,0.0
249,GenZ_218_11a,alpha,0.0
250,GenZ_218_11a,beta,0.0
251,GenZ_218_11a,gamma,0.0
252,GenZ_219_11a,DC,0.0
253,GenZ_219_11a,delta,0.0
254,GenZ_219_11a,theta,0.0
255,GenZ_219_11a,alpha,0.0
256,GenZ_219_11a,beta,0.0
257,GenZ_219_11a,gamma,0.0
258,GenZ_220_11a,DC,0.0
259,GenZ_220_11a,delta,0.0
260,GenZ_220_11a,theta,0.0
261,GenZ_220_11a,alpha,0.0
262,GenZ_220_11a,beta,0.0
263,GenZ_220_11a,gamma,0.0
264,GenZ_221_11a,DC,0.0
265,GenZ_221_11a,delta,0.0
266,GenZ_221_11a,theta,0.0
267,GenZ_221_11a,alpha,0.0
268,GenZ_221_11a,beta,0.0
269,GenZ_221_11a,gamma,0.0
270,GenZ_222_11a,DC,0.0
271,GenZ_222_11a,delta,0.0
272,GenZ_222_11a,theta,0.0
273,GenZ_222_11a,alpha,0.0
274,GenZ_222_11a,beta,0.0
275,GenZ_222_11a,gamma,0.0
276,GenZ_223_11a,DC,0.0
277,GenZ_223_11a,delta,0.0
278,GenZ_223_11a,theta,0.0
279,GenZ_223_11a,alpha,0.0
280,GenZ_223_11a,beta,0.0
281,GenZ_223_11a,gamma,0.0
282,GenZ_224_11a,DC,0.0
283,GenZ_224_11a,delta,0.0
284,GenZ_224_11a,theta,0.0
285,GenZ_224_11a,alpha,0.0
286,GenZ_224_11a,beta,0.0
287,GenZ_224_11a,gamma,0.0
288,GenZ_225_11a,DC,0.0
289,GenZ_225_11a,delta,0.0
290,GenZ_225_11a,theta,0.0
291,GenZ_225_11a,alpha,0.0
292,GenZ_225_11a,beta,0.0
293,GenZ_225_11a,gamma,0.0
294,GenZ_226_11a,DC,0.0
295,GenZ_226_11a,delta,0.0
296,GenZ_226_11a,theta,0.0
297,GenZ_226_11a,alpha,0.0
298,GenZ_226_11a,beta,0.0
299,GenZ_226_11a,gamma,0.0
300,GenZ_227_11a,DC,0.0
301,GenZ_227_11a,delta,0.0
302,GenZ_227_11a,theta,0.0
303,GenZ_227_11a,alpha,0.0
304,GenZ_227_11a,beta,0.0
305,GenZ_227_11a,gamma,0.0
306,GenZ_228_11a,DC,0.0
307,GenZ_228_11a,delta,0.0
308,GenZ_228_11a,theta,0.0
309,GenZ_228_11a,alpha,0.0
310,GenZ_228_11a,beta,0.0
311,GenZ_228_11a,gamma,0.0
312,GenZ_229_11a,DC,0.0
313,GenZ_229_11a,delta,0.0
314,GenZ_229_11a,theta,0.0
315,GenZ_229_11a,alpha,0.0
316,GenZ_229_11a,beta,0.0
317,GenZ_229_11a,gamma,0.0
318,GenZ_230_11a,DC,0.0
319,GenZ_230_11a,delta,0.0
320,GenZ_230_11a,theta,0.0
321,GenZ_230_11a,alpha,0.0
322,GenZ_230_11a,beta,0.0
323,GenZ_230_11a,gamma,0.0
324,GenZ_231_11a,DC,0.0
325,GenZ_231_11a,delta,0.0
326,GenZ_231_11a,theta,0.0
327,GenZ_231_11a,alpha,0.0
328,GenZ_231_11a,beta,0.0
329,GenZ_231_11a,gamma,0.0
330,GenZ_232_11a,DC,0.0
331,GenZ_232_11a,delta,0.0
332,GenZ_232_11a,theta,0.0
333,GenZ_232_11a,alpha,0.0
334,GenZ_232_11a,beta,0.0
335,GenZ_232_11a,gamma,0.0
336,GenZ_235_11a,DC,0.0
337,GenZ_235_11a,delta,0.0
338,GenZ_235_11a,theta,0.0
339,GenZ_235_11a,alpha,0.0
340,GenZ_235_11a,beta,0.0
341,GenZ_235_11a,gamma,0.0
342,GenZ_302_13a,DC,0.0
343,GenZ_302_13a,delta,0.0
344,GenZ_302_13a,theta,0.0
345,GenZ_302_13a,alpha,0.0
346,GenZ_302_13a,beta,0.0
347,GenZ_302_13a,gamma,0.0
348,GenZ_306_13a,DC,0.0
349,GenZ_306_13a,delta,0.0
350,GenZ_306_13a,theta,0.0
351,GenZ_306_13a,alpha,0.0
352,GenZ_306_13a,beta,0.0
353,GenZ_306_13a,gamma,0.0
354,GenZ_307_13a,DC,0.0
355,GenZ_307_13a,delta,0.0
356,GenZ_307_13a,theta,0.0
357,GenZ_307_13a,alpha,0.0
358,GenZ_307_13a,beta,0.0
359,GenZ_307_13a,gamma,0.0
360,GenZ_308_13a,DC,0.0
361,GenZ_308_13a,delta,0.0
362,GenZ_308_13a,theta,0.0
363,GenZ_308_13a,alpha,0.0
364,GenZ_308_13a,beta,0.0
365,GenZ_308_13a,gamma,0.0
366,GenZ_309_13a,DC,0.0
367,GenZ_309_13a,delta,0.0
368,GenZ_309_13a,theta,0.0
369,GenZ_309_13a,alpha,0.0
370,GenZ_309_13a,beta,0.0
371,GenZ_309_13a,gamma,0.0
372,GenZ_310_13a,DC,0.0
373,GenZ_310_13a,delta,0.0
374,GenZ_310_13a,theta,0.0
375,GenZ_310_13a,alpha,0.0
376,GenZ_310_13a,beta,0.0
377,GenZ_310_13a,gamma,0.0
378,GenZ_311_13a,DC,0.0
379,GenZ_311_13a,delta,0.0
380,GenZ_311_13a,theta,0.0
381,GenZ_311_13a,alpha,0.0
382,GenZ_311_13a,beta,0.0
383,GenZ_311_13a,gamma,0.0
384,GenZ_312_13a,DC,0.0
385,GenZ_312_13a,delta,0.0
386,GenZ_312_13a,theta,0.0
387,GenZ_312_13a,alpha,0.0
388,GenZ_312_13a,beta,0.0
389,GenZ_312_13a,gamma,0.0
390,GenZ_313_13a,DC,0.0
391,GenZ_313_13a,delta,0.0
392,GenZ_313_13a,theta,0.0
393,GenZ_313_13a,alpha,0.0
394,GenZ_313_13a,beta,0.0
395,GenZ_313_13a,gamma,0.0
396,GenZ_314_13a,DC,0.0
397,GenZ_314_13a,delta,0.0
398,GenZ_314_13a,theta,0.0
399,GenZ_314_13a,alpha,0.0
400,GenZ_314_13a,beta,0.0
401,GenZ_314_13a,gamma,0.0
402,GenZ_315_13a,DC,0.0
403,GenZ_315_13a,delta,0.0
404,GenZ_315_13a,theta,0.0
405,GenZ_315_13a,alpha,0.0
406,GenZ_315_13a,beta,0.0
407,GenZ_315_13a,gamma,0.0
408,GenZ_316_13a,DC,0.0
409,GenZ_316_13a,delta,0.0
410,GenZ_316_13a,theta,0.0
411,GenZ_316_13a,alpha,0.0
412,GenZ_316_13a,beta,0.0
413,GenZ_316_13a,gamma,0.0
414,GenZ_317_13a,DC,0.0
415,GenZ_317_13a,delta,0.0
416,GenZ_317_13a,theta,0.0
417,GenZ_317_13a,alpha,0.0
418,GenZ_317_13a,beta,0.0
419,GenZ_317_13a,gamma,0.0
420,GenZ_318_13a,DC,0.0
421,GenZ_318_13a,delta,0.0
422,GenZ_318_13a,theta,0.0
423,GenZ_318_13a,alpha,0.0
424,GenZ_318_13a,beta,0.0
425,GenZ_318_13a,gamma,0.0
426,GenZ_319_13a,DC,0.0
427,GenZ_319_13a,delta,0.0
428,GenZ_319_13a,theta,0.0
429,GenZ_319_13a,alpha,0.0
430,GenZ_319_13a,beta,0.0
431,GenZ_319_13a,gamma,0.0
432,GenZ_320_13a,DC,0.0
433,GenZ_320_13a,delta,0.0
434,GenZ_320_13a,theta,0.0
435,GenZ_320_13a,alpha,0.0
436,GenZ_320_13a,beta,0.0
437,GenZ_320_13a,gamma,0.0
438,GenZ_321_13a,DC,0.0
439,GenZ_321_13a,delta,0.0
440,GenZ_321_13a,theta,0.0
441,GenZ_321_13a,alpha,0.0
442,GenZ_321_13a,beta,0.0
443,GenZ_321_13a,gamma,0.0
444,GenZ_322_13a,DC,0.0
445,GenZ_322_13a,delta,0.0
446,GenZ_322_13a,theta,0.0
447,GenZ_322_13a,alpha,0.0
448,GenZ_322_13a,beta,0.0
449,GenZ_322_13a,gamma,0.0
450,GenZ_323_13a,DC,0.0
451,GenZ_323_13a,delta,0.0
452,GenZ_323_13a,theta,0.0
453,GenZ_323_13a,alpha,0.0
454,GenZ_323_13a,beta,0.0
455,GenZ_323_13a,gamma,0.0
456,GenZ_324_13a,DC,0.0
457,GenZ_324_13a,delta,0.0
458,GenZ_324_13a,theta,0.0
459,GenZ_324_13a,alpha,0.0
460,GenZ_324_13a,beta,0.0
461,GenZ_324_13a,gamma,0.0
462,GenZ_325_13a,DC,0.0
463,GenZ_325_13a,delta,0.0
464,GenZ_325_13a,theta,0.0
465,GenZ_325_13a,alpha,0.0
466,GenZ_325_13a,beta,0.0
467,GenZ_325_13a,gamma,0.0
468,GenZ_326_13a,DC,0.0
469,GenZ_326_13a,delta,0.0
470,GenZ_326_13a,theta,0.0
471,GenZ_326_13a,alpha,0.0
472,GenZ_326_13a,beta,0.0
473,GenZ_326_13a,gamma,0.0
474,GenZ_327_13a,DC,0.0
475,GenZ_327_13a,delta,0.0
476,GenZ_327_13a,theta,0.0
477,GenZ_327_13a,alpha,0.0
478,GenZ_327_13a,beta,0.0
479,GenZ_327_13a,gamma,0.0
480,GenZ_328_13a,DC,0.0
481,GenZ_328_13a,delta,0.0
482,GenZ_328_13a,theta,0.0
483,GenZ_328_13a,alpha,0.0
484,GenZ_328_13a,beta,0.0
485,GenZ_328_13a,gamma,0.0
486,GenZ_329_13a,DC,0.0
487,GenZ_329_13a,delta,0.0
488,GenZ_329_13a,theta,0.0
489,GenZ_329_13a,alpha,0.0
490,GenZ_329_13a,beta,0.0
491,GenZ_329_13a,gamma,0.0
492,GenZ_330_13a,DC,0.0
493,GenZ_330_13a,delta,0.0
494,GenZ_330_13a,theta,0.0
495,GenZ_330_13a,alpha,0.0
496,GenZ_330_13a,beta,0.0
497,GenZ_330_13a,gamma,0.0
498,GenZ_331_13a,DC,0.0
499,GenZ_331_13a,delta,0.0
500,GenZ_331_13a,theta,0.0
501,GenZ_331_13a,alpha,0.0
502,GenZ_331_13a,beta,0.0
503,GenZ_331_13a,gamma,0.0
504,GenZ_332_13a,DC,0.0
505,GenZ_332_13a,delta,0.0
506,GenZ_332_13a,theta,0.0
507,GenZ_332_13a,alpha,0.0
508,GenZ_332_13a,beta,0.0
509,GenZ_332_13a,gamma,0.0
510,GenZ_334_13a,DC,0.0
511,GenZ_334_13a,delta,0.0
512,GenZ_334_13a,theta,0.0
513,GenZ_334_13a,alpha,0.0
514,GenZ_334_13a,beta,0.0
515,GenZ_334_13a,gamma,0.0
516,GenZ_335_13a,DC,0.0
517,GenZ_335_13a,delta,0.0
518,GenZ_335_13a,theta,0.0
519,GenZ_335_13a,alpha,0.0
520,GenZ_335_13a,beta,0.0
521,GenZ_335_13a,gamma,0.0
522,GenZ_337_13a,DC,0.0
523,GenZ_337_13a,delta,0.0
524,GenZ_337_13a,theta,0.0
525,GenZ_337_13a,alpha,0.0
526,GenZ_337_13a,beta,0.0
527,GenZ_337_13a,gamma,0.0
528,GenZ_402_15a,DC,0.0
529,GenZ_402_15a,delta,0.0
530,GenZ_402_15a,theta,0.0
531,GenZ_402_15a,alpha,0.0
532,GenZ_402_15a,beta,0.0
533,GenZ_402_15a,gamma,0.0
534,GenZ_406_15a,DC,0.0
535,GenZ_406_15a,delta,0.0
536,GenZ_406_15a,theta,0.0
537,GenZ_406_15a,alpha,0.0
538,GenZ_406_15a,beta,0.0
539,GenZ_406_15a,gamma,0.0
540,GenZ_407_15a,DC,0.0
541,GenZ_407_15a,delta,0.0
542,GenZ_407_15a,theta,0.0
543,GenZ_407_15a,alpha,0.0
544,GenZ_407_15a,beta,0.0
545,GenZ_407_15a,gamma,0.0
546,GenZ_408_15a,DC,0.0
547,GenZ_408_15a,delta,0.0
548,GenZ_408_15a,theta,0.0
549,GenZ_408_15a,alpha,0.0
550,GenZ_408_15a,beta,0.0
551,GenZ_408_15a,gamma,0.0
552,GenZ_409_15a,DC,0.0
553,GenZ_409_15a,delta,0.0
554,GenZ_409_15a,theta,0.0
555,GenZ_409_15a,alpha,0.0
556,GenZ_409_15a,beta,0.0
557,GenZ_409_15a,gamma,0.0
558,GenZ_410_15a,DC,0.0
559,GenZ_410_15a,delta,0.0
560,GenZ_410_15a,theta,0.0
561,GenZ_410_15a,alpha,0.0
562,GenZ_410_15a,beta,0.0
563,GenZ_410_15a,gamma,0.0
564,GenZ_411_15a,DC,0.0
565,GenZ_411_15a,delta,0.0
566,GenZ_411_15a,theta,0.0
567,GenZ_411_15a,alpha,0.0
568,GenZ_411_15a,beta,0.0
569,GenZ_411_15a,gamma,0.0
570,GenZ_412_15a,DC,0.0
571,GenZ_412_15a,delta,0.0
572,GenZ_412_15a,theta,0.0
573,GenZ_412_15a,alpha,0.0
574,GenZ_412_15a,beta,0.0
575,GenZ_412_15a,gamma,0.0
576,GenZ_413_15a,DC,0.0
577,GenZ_413_15a,delta,0.0
578,GenZ_413_15a,theta,0.0
579,GenZ_413_15a,alpha,0.0
580,GenZ_413_15a,beta,0.0
581,GenZ_413_15a,gamma,0.0
582,GenZ_414_15a,DC,0.0
583,GenZ_414_15a,delta,0.0
584,GenZ_414_15a,theta,0.0
585,GenZ_414_15a,alpha,0.0
586,GenZ_414_15a,beta,0.0
587,GenZ_414_15a,gamma,0.0
588,GenZ_415_15a,DC,0.0
589,GenZ_415_15a,delta,0.0
590,GenZ_415_15a,theta,0.0
591,GenZ_415_15a,alpha,0.0
592,GenZ_415_15a,beta,0.0
593,GenZ_415_15a,gamma,0.0
594,GenZ_416_15a,DC,0.0
595,GenZ_416_15a,delta,0.0
596,GenZ_416_15a,theta,0.0
597,GenZ_416_15a,alpha,0.0
598,GenZ_416_15a,beta,0.0
599,GenZ_416_15a,gamma,0.0
600,GenZ_417_15a,DC,0.0
601,GenZ_417_15a,delta,0.0
602,GenZ_417_15a,theta,0.0
603,GenZ_417_15a,alpha,0.0
604,GenZ_417_15a,beta,0.0
605,GenZ_417_15a,gamma,0.0
606,GenZ_418_15a,DC,0.0
607,GenZ_418_15a,delta,0.0
608,GenZ_418_15a,theta,0.0
609,GenZ_418_15a,alpha,0.0
610,GenZ_418_15a,beta,0.0
611,GenZ_418_15a,gamma,0.0
612,GenZ_419_15a,DC,0.0
613,GenZ_419_15a,delta,0.0
614,GenZ_419_15a,theta,0.0
615,GenZ_419_15a,alpha,0.0
616,GenZ_419_15a,beta,0.0
617,GenZ_419_15a,gamma,0.0
618,GenZ_420_15a,DC,0.0
619,GenZ_420_15a,delta,0.0
620,GenZ_420_15a,theta,0.0
621,GenZ_420_15a,alpha,0.0
622,GenZ_420_15a,beta,0.0
623,GenZ_420_15a,gamma,0.0
624,GenZ_421_15a,DC,0.0
625,GenZ_421_15a,delta,0.0
626,GenZ_421_15a,theta,0.0
627,GenZ_421_15a,alpha,0.0
628,GenZ_421_15a,beta,0.0
629,GenZ_421_15a,gamma,0.0
630,GenZ_422_15a,DC,0.0
631,GenZ_422_15a,delta,0.0
632,GenZ_422_15a,theta,0.0
633,GenZ_422_15a,alpha,0.0
634,GenZ_422_15a,beta,0.0
635,GenZ_422_15a,gamma,0.0
636,GenZ_423_15a,DC,0.0
637,GenZ_423_15a,delta,0.0
638,GenZ_423_15a,theta,0.0
639,GenZ_423_15a,alpha,0.0
640,GenZ_423_15a,beta,0.0
641,GenZ_423_15a,gamma,0.0
642,GenZ_424_15a,DC,0.0
643,GenZ_424_15a,delta,0.0
644,GenZ_424_15a,theta,0.0
645,GenZ_424_15a,alpha,0.0
646,GenZ_424_15a,beta,0.0
647,GenZ_424_15a,gamma,0.0
648,GenZ_425_15a,DC,0.0
649,GenZ_425_15a,delta,0.0
650,GenZ_425_15a,theta,0.0
651,GenZ_425_15a,alpha,0.0
652,GenZ_425_15a,beta,0.0
653,GenZ_425_15a,gamma,0.0
654,GenZ_426_15a,DC,0.0
655,GenZ_426_15a,delta,0.0
656,GenZ_426_15a,theta,0.0
657,GenZ_426_15a,alpha,0.0
658,GenZ_426_15a,beta,0.0
659,GenZ_426_15a,gamma,0.0
660,GenZ_427_15a,DC,0.0
661,GenZ_427_15a,delta,0.0
662,GenZ_427_15a,theta,0.0
663,GenZ_427_15a,alpha,0.0
664,GenZ_427_15a,beta,0.0
665,GenZ_427_15a,gamma,0.0
666,GenZ_428_15a,DC,0.0
667,GenZ_428_15a,delta,0.0
668,GenZ_428_15a,theta,0.0
669,GenZ_428_15a,alpha,0.0
670,GenZ_428_15a,beta,0.0
671,GenZ_428_15a,gamma,0.0
672,GenZ_429_15a,DC,0.0
673,GenZ_429_15a,delta,0.0
674,GenZ_429_15a,theta,0.0
675,GenZ_429_15a,alpha,0.0
676,GenZ_429_15a,beta,0.0
677,GenZ_429_15a,gamma,0.0
678,GenZ_430_15a,DC,0.0
679,GenZ_430_15a,delta,0.0
680,GenZ_430_15a,theta,0.0
681,GenZ_430_15a,alpha,0.0
682,GenZ_430_15a,beta,0.0
683,GenZ_430_15a,gamma,0.0
684,GenZ_431_15a,DC,0.0
685,GenZ_431_15a,delta,0.0
686,GenZ_431_15a,theta,0.0
687,GenZ_431_15a,alpha,0.0
688,GenZ_431_15a,beta,0.0
689,GenZ_431_15a,gamma,0.0
690,GenZ_432_15a,DC,0.0
691,GenZ_432_15a,delta,0.0
692,GenZ_432_15a,theta,0.0
693,GenZ_432_15a,alpha,0.0
694,GenZ_432_15a,beta,0.0
695,GenZ_432_15a,gamma,0.0
696,GenZ_502_17a,DC,0.0
697,GenZ_502_17a,delta,0.0
698,GenZ_502_17a,theta,0.0
699,GenZ_502_17a,alpha,0.0
700,GenZ_502_17a,beta,0.0
701,GenZ_502_17a,gamma,0.0
702,GenZ_506_17a,DC,0.0
703,GenZ_506_17a,delta,0.0
704,GenZ_506_17a,theta,0.0
705,GenZ_506_17a,alpha,0.0
706,GenZ_506_17a,beta,0.0
707,GenZ_506_17a,gamma,0.0
708,GenZ_507_17a,DC,0.0
709,GenZ_507_17a,delta,0.0
710,GenZ_507_17a,theta,0.0
711,GenZ_507_17a,alpha,0.0
712,GenZ_507_17a,beta,0.0
713,GenZ_507_17a,gamma,0.0
714,GenZ_508_17a,DC,0.0
715,GenZ_508_17a,delta,0.0
716,GenZ_508_17a,theta,0.0
717,GenZ_508_17a,alpha,0.0
718,GenZ_508_17a,beta,0.0
719,GenZ_508_17a,gamma,0.0
720,GenZ_509_17a,DC,0.0
721,GenZ_509_17a,delta,0.0
722,GenZ_509_17a,theta,0.0
